微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IstckxrmG,【好消息！#安徽首例确诊患者出院#】据@安徽日报 ，2月3日，经安徽医科大学附属巢湖医院医务人员精心诊治和护理，安徽首例确诊的新型冠状病毒感染的肺炎患者现已治愈出院。该患者为30岁男性，和县人，长期在武汉从事冷冻肉类工作，1月17日回到当地。因发热、 干咳等症状，1月20日上午11时20分到安医大附属巢湖医院发热门诊就诊，1月22日，经国家疾控中心复核，该患者为安徽省首例确诊病例。经过该院诊疗专家组精心治疗和护理，病人逐渐好转。患者目前情况良好，连续3天体温正常，间隔24小时新型冠状病毒核酸PCR检测均阴性，经安徽省专家组评估，符合国家卫健委新型冠状病毒感染的肺炎诊疗方案（第四版）解除隔离及出院标准，该患者已办理出院。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gbj32vh5hjj20j60dwjuh.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbj32y37zrj20j60dddin.jpg",无,无,2020-02-03 12:08,微博 weibo.com,7118,292,637
Ist4oAqDK,【关注！#新型冠状病毒肺炎的9个真相#，一定要知道】①救治成功率高于甲流和禽流感；②暂无证据显示病毒已变异；③痊愈后仍需做好防护；④确诊后能否继续妊娠需具体分析；⑤消化系统也可能有传播风险；⑥无证据显示宠物会传播……更多↓↓周知！  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gbj2ikw7plj20u01900vq.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbj2ikv36bj20u01900vk.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbj2ikuts1j20u0190419.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbj2ikvgvdj20u0190q5x.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbj2ikw99jj20u0190q5u.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbj2ikvqkpj20u0190tbg.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbj2il3epuj20u0190773.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbj2il0uo6j20u01900vj.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbj2il2a7hj20u0190juh.jpg",无,无,2020-02-03 11:49,微博 weibo.com,4306,2034,713
IssXQwzf5,【母女平安！#哈尔滨确诊产妇产下健康女婴#】1月30日，哈尔滨1名孕38周+3的孕妇被确诊为新冠病毒感染病人。为确保母婴安全，当天23时32分，医生为她进行剖宫产手术，顺利剖出1女婴，体重6斤1两，母亲产后情况良好。新生儿分别于1月31日、2月2日两次采取标本进行核酸检测，结果均为阴性，状态良好。http://t.cn/A6PjSO78 [组图共6张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbj21w1f07j20u00mit9u.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbj21w0qr1j20m80gojrx.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbj21w1d2kj20u00gw3zf.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbj21w2goxj20u00gw0ui.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbj21w2hdoj20m80jm3zl.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbj21w1umlj20go0m875e.jpg",无,无,2020-02-03 11:33,微博 weibo.com,448920,9814,15294
IssV4kyCy,【正在直播：24小时不间断！#武汉雷神山施工现场直播#】武汉雷神山施工现场24小时不间断直播正在进行。@人民日报 联动@长江日报 共同直播，戳视频一起看↓↓↓共同关注！#武汉加油#，中国加油！ 人民日报的微博视频 .  ,,无,无,无,2020-02-03 11:26,微博原生直播,97861,1401,839
IssQuit0z,【广州在#确诊病例门把手测出病毒核酸# 提醒：勤洗手，做好居家清洁！】日前，广州市疾控中心在疫情监测中，在一名确诊患者家中门把手上发现了新型冠状病毒的核酸，这是广州首次在外环境中发现，提示市民应更注意手卫生。专家提醒，日常家居细节中，有许多可能造成病毒间接传播的途径：如手机屏幕、电脑键盘、水龙头等等，都需要日常清洁。转发提醒！http://t.cn/A6PjIzZ8 ,,无,无,无,2020-02-03 11:14,深度报道 · 视频社区,532077,16990,17802
IssPe2nMV,【#发改委回应疫情对中国经济影响#：不会改变中国经济长期向好的基本面】#疫情对消费影响加大#，尤其交通运输、文化旅游、酒店餐饮、影视娱乐等消费影响大。春运期间旅客发送量明显下降，电影票房、旅游收入、餐饮收入同比明显下滑，同时网上购物、订餐、娱乐等数字经济新业态十分活跃，疫情对经济影响的大小，取决于疫情防控进展和成效。这种影响是阶段性的，不会改变中国经济长期向好的基本面。 http://t.cn/A6PjiGpM ,,无,无,无,2020-02-03 11:11,微博云剪,308370,3839,11866
IssM6uk82,【商务部：各地#不得随意关闭菜市场#等经营场所】商务部副部长王炳南3日在国务院新闻办举行的新闻发布会上说，已全面动员中小商贸企业复工开业，增加基本生活服务供给。各地面对疫情发展要及时充分评估，分级管控，不得随意关闭菜市场等经营场所，切实保障生活物资供应。  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gbj17lzibgj20j60dddhd.jpg,无,无,2020-02-03 11:04,微博 weibo.com,7300,476,1084
IssEWDkuS,【工信部：#核酸检测试剂产量是疑似患者40倍#，已经基本满足要求】工业化信息化部总工程师田玉龙在新闻发布会上表示：2月1日，新型冠状病毒核酸检测试剂日产量已经达到了77.3万人份，是疑似患病者的40倍，已经基本满足要求。目前产能恢复值达到了百分之六七十，后期主要工作就是恢复产能。 http://t.cn/A6Pjf7FV ,,无,无,无,2020-02-03 10:46,微博云剪,238089,2102,9450
IssDeA2lh,#寻找染病车船飞机乘客#【紧急扩散！河北#石家庄公布最新确诊病例轨迹#】根据河北省卫健委公布的新型冠状病毒感染的肺炎疫情，截至2月1日24时，石家庄市累计新型冠状病毒感染的肺炎确诊病例13例，其行程轨迹已摸清。现将13例确诊病例行程轨迹公布如下：第一例：男，72岁，武汉市人。1月18号从武汉乘坐G512次高铁（10车厢）到石家庄市裕华区探亲。1月20日先到裕华区冀南中西医结合诊所就诊，后到石家庄市第三医院就诊，1月22日确诊。第二例：男，56岁，武汉市人，1月14日和1月19日先后在武汉市第三医院和武汉市同济医院就诊。1月22日从武汉乘坐G80次高铁（10车厢）回石家庄，自火车站打车到河北医科大学第二医院就诊，1月23日确诊。第三例：男，34岁，武汉市人，现住藁城区开发区。1月19日乘坐Z208次火车（7车厢）从武汉回石家庄，1月23日到藁城区人民医院就诊，1月24日确诊。第四例：男，38岁，武汉市人。1月22日乘坐Z50次火车（2车厢）从汉口回保定探亲，中途因身体不适在石家庄站下车，由120急救车送到石家庄市第五医院就诊，1月24日确诊。第五例：男，44岁，现住石家庄市桥西区新华西路。1月23日从武汉乘坐G532次火车（11车厢）返回石家庄，1月24日到河北省胸科医院就诊，1月25日确诊。第六例：男，31岁，南京市人，1月17日从南京到武汉与家人团聚，1月20日与家人一行从武昌乘坐T254火车（11车厢）来石家庄，住在其弟弟家（石家庄市桥西区）。1月24日出现流涕、发热症状到石家庄市第五医院就诊，1月26日确诊。第七例：女，40岁，石家庄市裕华区人（第一例的女儿）。1月21日在裕华区裕翔社区卫生服务中心进行医学观察，1月25日由120急救车送至石家庄市第五医院，1月26日确诊。第八例：男，34岁，石家庄市赵县人。1月21日从武汉乘坐Z50次火车（6车厢）返回石家庄， 1月22日到村医务室就诊，1月24日父亲驾车送至赵县人民医院发热门诊就诊，1月27日确诊。第九例：男，66岁，湖北省孝感市人。1月23日乘私家车从孝感市来石家庄。1月24日乘私家车到河北省人民医院就诊，1月27日确诊。第十例：女，50岁，武汉市人。1月22日与家人自驾车从武汉龚家岭到石家庄市高邑县。1月27日由120急救车送至河北省胸科医院，1月28日确诊。第十一例：男，18岁，现住石家庄市桥西区建胜路，与武汉回石人员有接触。先后于1月25日和1月27日到石家庄市第一医院就诊，1月29日确诊。第十二例：女，59岁（第十三例母亲），现住石家庄市长安区。1月30日到河北医科大学第四医院就诊，1月31日确诊。第十三例： 男，31岁，现住石家庄市长安区。就职于北京某公司，与武汉有业务联系。1月20日由北京乘坐G6713次高铁（3车厢）返回石家庄。1月28日上午骑自行车前往石家庄市第一医院就诊，1月30日上午骑自行车前往河北医科大学第四医院就诊，2月1日确诊。为了您的健康，根据传染病防治有关规定，现提醒同乘人员采取以下防护措施：1.请同乘人员第一时间主动与所在地卫生健康部门联系，配合做好医学观察；若出现发热、干咳、乏力等症状，及时到就近发热门诊就诊。2.同乘人员需立即隔离观察14天（自同乘之日算起），请佩戴口罩，避免与他人接触；同乘人员家人也需做好个人防护措施。3.同乘人员外出就医须佩戴口罩，不要乘坐公共交通工具前往医院。（人民日报记者史自强） 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gbj0jfik01j20rs0rsh5a.jpg,无,无,2020-02-03 10:42,微博 weibo.com,61937,3847,6329
IssAKjQiy,【#发改委回应口罩紧缺问题#：#医用N95口罩需求很大#】解决口罩紧缺问题：①增加供应。正全力以赴增产、扩能，医用N95口罩需求很大，到昨晚已按一倍以上规模组织产能，准备原料，只要符合标准，企业可开足马力组织生产；②科学合理使用。要按需、按功能使用，避免过度使用。一般防护不要挤占医用资源。 http://t.cn/A6Pjtg8P ,,无,无,无,2020-02-03 10:36,微博云剪,268833,2066,13612
Issv0vRFC,【最新！#武汉定点医院病床剩余情况#】截至2020年2月2日23:00，武汉市26家定点医院共开放床位7259，已用床位7332，空床位131。据@长江日报 ，关于已用床位大于开放床位数的情况，是部分医院采取各种形式，竭尽所能、尽最大努力安排加床，形成已用床位数大于公布的开放床位数。http://t.cn/A6PjwGtY  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbizzw3hbij20zf0u0gy6.jpg,无,无,2020-02-03 10:22,微博 weibo.com,50796,1551,3117
IsstW5NDm,【工信部：#建设国家重点医疗物资保障调度平台#】这个平台主要用于收集、统计、分析、监控、调度各类重点医疗物资企业的产能、产量、库存等情况，用信息化手段提升医疗物资保障的有效性和时效性。 人民日报的微博视频  ,,无,无,无,2020-02-03 10:19,微博云剪,8204,368,754
IsskQwngV,【正在直播！国新办发布会：#六部委介绍物资保障情况#】国务院应对新型冠状病毒感染的肺炎疫情联防联控机制于2月3日10时举行新闻发布会。六部委负责人介绍疫情防控重点医疗物资和生活物资保障情况，@人民日报 在现场，一起看直播↓ 人民日报的微博视频 .  ,,无,无,无,2020-02-03 09:56,微博原生直播,73377,1886,2212
IssgN84iu,【手！】挺身而出，全力以赴，伤痕累累，生死相托……这些，是#一线抗疫人员的手#。向守护我们的英雄致敬，请一定要平安归来！#武汉加油#  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gbiyy5h5t6j20k00ws43m.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbiyy5g6fbj20k00wstc5.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbiyy5guk5j20k00wswiu.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbiyy5no6bj20k00wsae0.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbiyy5gbjyj20k00wstc2.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbiyy5ign2j20k00wsn26.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbiyy5ksq3j20k00wsaew.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbiyy5m0knj20k00wswja.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbiyy5mwjkj20k00ws78u.jpg",无,无,2020-02-03 09:46,微博 weibo.com,23886,4035,2222
Iss9Eshwt,【和你在一起！#俄罗斯青年自发为武汉加油#】“中国朋友们，祝你们尽快战胜病毒，中国加油，#武汉加油#！”  人民日报的微博视频  ,,无,无,无,2020-02-03 09:29,微博视频,117529,3434,4216
Iss48zKa4,【#广东新增79例#，#广东累计确诊683例#】截至2月2日24时，全省累计报告新型冠状病毒感染的肺炎确诊病例683例。2日当天全省新增确诊病例79例，新增确诊病例中，深圳市30例、广州市14例、珠海市10例、惠州市5例、中山市4例、佛山市4例、东莞市4例、汕头市3例、汕尾市1例、梅州市1例、茂名市1例、江门市1例、潮州市1例。有2660名密切接触者正在接受医学观察。　　累计报告确诊病例中，深圳市226例、广州市189例、珠海市51例、佛山市43例、东莞市31例、惠州市28例、中山市25例、汕头市17例、湛江市14例、阳江市10例、肇庆市7例、梅州市7例、清远市6例、揭阳市6例、韶关市5例、汕尾市5例、茂名市4例、江门市4例、潮州市4例、河源市1例。男性331例，女性352例，年龄介于10月龄-86岁之间。　　截至2月2日24时，在院的669例确诊病例中，危重20例，重症57例，普通型592例。新增出院2例，累计出院14例。无死亡病例。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gbiy2gkizgj20u00witav.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbiy2zujwtj20m81mdahq.jpg",无,无,2020-02-03 09:15,微博 weibo.com,99050,1720,6521
Iss2NxhNo,【#湖南新增58例#，#湖南累计确诊521例#】2020年2月2日0-24时，湖南省报告新型冠状病毒感染的肺炎新增确诊病例58例，新增重症病例2例，新增死亡病例0例，新增出院病例8例。其中:   新增确诊病例中，长沙市13例、衡阳市2例、株洲市1例、湘潭市3例、邵阳市2例、岳阳市17例、常德市3例、益阳市3例、郴州市3例、永州市4例、怀化市1例、娄底市6例；新增重症病例中，长沙市1例、永州市1例；新增出院病例中，衡阳市3例、株洲市1例、湘潭市3例、湘西自治州1例。截至2月2日24时，湖南省累计报告新型冠状病毒感染的肺炎确诊病例521例，累计报告重症病例58例，现有重症病例47例，死亡病例0例，出院病例16例。其中：确诊病例中，长沙市125例、衡阳市32例、株洲市26例、湘潭市19例、邵阳市51例、岳阳市70例、常德市45例、张家界市3例、益阳市30例、郴州市21例、永州市26例、怀化市32例、娄底市35例、湘西自治州6例。现有重症病例中，长沙市12例、衡阳市1例、株洲市5例、湘潭市1例、邵阳市6例、岳阳市2例、常德市4例、益阳市3例、永州市3例、怀化市8例、娄底市1例、湘西自治州1例。出院病例中，长沙市2例、衡阳市3例、株洲市1例、湘潭市3例、邵阳市1例、郴州市1例、永州市2例、怀化市1例、娄底市1例、湘西自治州1例。目前追踪到密切接触者11593人，已解除医学观察2274人，尚有9319人正在接受医学观察。（人民日报记者王云娜） 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbixza5ixoj20u00witav.jpg,无,无,2020-02-03 09:12,微博 weibo.com,36026,826,2883
Iss0vDLVy,【#浙江新增63例#，#浙江累计确诊724例#】2020年2月2日0-24时，浙江省报告新型冠状病毒感染的肺炎新增确诊病例63例，新增出院病例13例。其中：       新增确诊病例中，杭州市8例、宁波市9例、温州市26例、湖州市3例、绍兴市3例、金华市2例、衢州市1例、台州市9例、丽水市2例；新增出院病例中，温州市5例、绍兴市1例、金华市3例、舟山市1例、台州市3例。       截至2月2日24时，浙江省累计报告新型冠状病毒感染的肺炎确诊病例724例，现有重症病例58例（其中危重12例），累计出院36例。其中：       确诊病例中，杭州市118例、宁波市75例、温州市291例、湖州市9例、嘉兴市19例、绍兴市30例、金华市36例、衢州市14例、舟山市7例、台州市109例、丽水市16例；重症病例中，杭州市10例、宁波市6例、温州市19例、嘉兴市2例、绍兴市7例、金华市4例、衢州市2例、台州市6例、丽水市2例；出院病例中，杭州市2例、宁波市1例、温州市15例、绍兴市2例、金华市6例、舟山市2例、台州市7例、丽水市1例。       目前，全省共追踪到密切接触者12673人，已解除医学观察1595人，尚有10566人正在接受医学观察。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gbixto04ykj20u00witav.jpg,无,无,2020-02-03 09:06,微博 weibo.com,45894,795,3682
Iss0hwtr8,【#江西新增59例#，#江西累计确诊391例#】2020年2月2日0-24时，江西省报告新型冠状病毒感染的肺炎新增确诊病例59例，新增治愈出院病例8例。新增确诊病例中，南昌市14例、上饶市13例、九江市9例、新余市7例、宜春市5例、抚州市5例、萍乡市3例、赣州市2例、吉安市1例。新增治愈出院病例中，南昌市3例、上饶市3例、九江市2例。       截至2月2日24时，江西省累计报告新型冠状病毒感染的肺炎确诊病例391例（国家核减赣州市确诊病例1例），其中重症病例34例，治愈出院病例18例。确诊病例中，南昌市103例、九江市64例、新余市50例、宜春市36例、赣州市35例、上饶市32例、抚州市29例、萍乡市18例、吉安市13例、鹰潭市8例、景德镇市3例。治愈出院病例中，南昌市4例、上饶市4例、新余市3例、九江市2例、景德镇市1例、萍乡市1例、赣州市1例、宜春市1例、吉安市1例。目前追踪到密切接触者10477人，解除医学观察1174人，尚有9303人正在接受医学观察。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbixt7cly4j20u00witav.jpg,无,无,2020-02-03 09:06,微博 weibo.com,8691,406,937
IsrYGuwmc,【与时间赛跑的“病人”医生】根据#金银潭医院院长真实故事改编漫画#↓↓看完瞬间泪目！无论有多危险，总有一群人，“不计报酬，无论生死”，挺立在疫情的第一线。或许你不知道他们是谁，但你一定会记得他们为了谁。@哔哩哔哩弹幕网  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gbixoh54r7j20m83m8tj0.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbixoh4k9ij20m83whaj1.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbixohe8brj20m83sdn7g.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbixohgtylj20m83q6am1.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbixohppw7j20m847m12i.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbixohp2k3j20m83bjjym.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gbixohz9x8j20m87f7e7m.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gbixoig21cj20m87duaz7.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbixoiuujxj20m894s1kx.jpg",无,无,2020-02-03 09:02,微博 weibo.com,185419,26436,6030
IsrQB3tZM,【#江苏新增35例#，#江苏累计确诊271例#】2020年2月2日0-24时，江苏省报告新型冠状病毒感染的肺炎新增确诊病例35例。其中，南京市5例、无锡市4例、徐州市6例、苏州市6例、南通市2例、连云港市1例、淮安市5例、扬州市1例、泰州市4例、宿迁市1例。新增重症病例1例，新增出院病例1例。新增确诊病例中，14例有武汉旅居史，4例有湖北旅居史，11例有湖北以外地区旅居史，6例为此前确诊病例的密切接触者。年龄最大的72岁，最小的23岁。女性15人，男性20人。所有病例均已在定点医院救治，病情稳定。已追踪到密切接触者592人，均在接受隔离医学观察。截至2月2日24时，江苏省累计报告新型冠状病毒感染的肺炎确诊病例271例，其中，重症病例2例，出院病例7例。确诊病例中，南京市40例、无锡市23例、徐州市36例、常州市15例、苏州市44例、南通市19例、连云港市14例、淮安市18例、盐城市15例、扬州市14例、镇江市3例、泰州市21例、宿迁市9例；重症病例中，苏州市2例；出院病例中，南京市2例、苏州市3例、连云港市1例、淮安市1例。目前，江苏省追踪到密切接触者4584人，已解除医学观察280人，尚有4304人在接受医学观察。专家提醒：请从湖北来江苏、去过湖北以及途经湖北来江苏的所有人员，主动、尽快到社区居（村）委会进行登记，并进行连续14天居家医学观察。期间要做好自我健康状况监测，每天测两次体温。条件允许时尽量单独居住或居住在通风良好的单人房间，并减少与家人密切接触。其他家庭成员同处同一房间时，应佩戴口罩，及时清洁消毒双手，不共用任何可能导致间接接触感染的物品，餐具需清洗消毒后才可再次使用。保持家居清洁，可使用含氯消毒剂和过氧乙酸消毒剂进行居室消毒。若出现发热、咳嗽、咽痛、胸闷、呼吸困难、乏力、腹泻等可疑症状时，应立即停止居家隔离，戴上口罩及时就医。 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbix49bx24j20u00witav.jpg,无,无,2020-02-03 08:42,微博 weibo.com,5606,294,833
IsrPMgZUo,"【#河南新增73例#，#河南累计566例#】2020年2月2日0-24时，河南省报告新增新型冠状病毒感染的肺炎确诊病例73例,新增出院病例10例。新增确诊病例中，郑州市7例、平顶山市5例（含汝州市1例）、安阳市4例、新乡市4例、焦作市1例、许昌市2例、漯河市4例、南阳市8例（含邓州市1例）、商丘市6例（含永城市1例）、信阳市11例、周口市7例（含鹿邑县1例）、驻马店市12例、济源示范区2例。截至2月2日24时，河南省累计报告新型冠状病毒感染的肺炎确诊病例566例，现有重症病例30例，现有危重病例14例，累计死亡病例2例，累计治愈病例14例。其中：确诊病例中，郑州市72例（含巩义市7例）、开封市11例（含兰考县4例）、洛阳市7例、平顶山市19例（含汝州市1例）、安阳市29例（含滑县1例）、鹤壁市8例、新乡市27例（含长垣市2例）、焦作市8例、濮阳市3例、许昌市15例、漯河市20例、三门峡市7例、南阳市84例（含邓州市15例）、商丘市50例（含永城市9例）、信阳市99例（含固始县9例）、周口市47例（含鹿邑县5例）、驻马店市58例（含新蔡县5例）、济源示范区2例。目前累计追踪到密切接触者12797人，2月2日已解除观察1424人，诊断为疑似26人，共有8250人正在接受医学观察。 原图 ",,http://wx1.sinaimg.cn/large/a716fd45ly1gbix29tvdoj20u00witav.jpg,无,无,2020-02-03 08:40,微博 weibo.com,7539,291,1018
IsrK10LJ8,【#安徽新增68例#，#安徽累计确诊408例#】2020年2月2日0-24时，安徽省报告新增确诊病例68例，新增疑似病例75例，新增治愈出院2例。新增确诊病例中，合肥16例、淮北2例、亳州9例、宿州7例、蚌埠11例、阜阳6例、淮南1例、滁州2例、六安7例、马鞍山1例、铜陵2例、安庆4例，均病情平稳。新增疑似病例中，合肥6例、淮北8例、亳州4例、宿州3例、蚌埠6例、阜阳11例、淮南1例、滁州4例、六安17例、芜湖3例、铜陵1例、池州2例、安庆9例。新增治愈出院病例中，芜湖1例、宣城1例。截至2月2日24时，安徽省累计报告确诊病例408例，累计治愈出院病例7例，无死亡病例。确诊病例中，合肥75例、淮北8例、亳州39例、宿州21例、蚌埠37例、阜阳65例、淮南7例、滁州8例、六安20例、马鞍山28例、芜湖16例、宣城4例、铜陵18例、池州6例、安庆47例、黄山9例。截至2月2日24时，安徽省在院治疗确诊病例401例，其中危重病例4例。2月3日即将治愈出院7例，其中合肥3例、滁州2例、池州1例、铜陵1例。累计医学观察密切接触者8975人。12320，是安徽省卫生健康专业热线。自新型冠状病毒感染的肺炎发生以来，全省16个市均已统一开通咨询专线，如您有疫情防控和科普知识方面的问题，可随时拨打12320。 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gbiwngyq70j20u00witav.jpg,无,无,2020-02-03 08:26,微博 weibo.com,3555,265,1279
IsrAh0Hu5,【#全国累计治愈出院475例#】据国家卫健委，2月2日0—24时，新增治愈出院病例147例。截至2月2日24时，累计治愈出院病例475例。  原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gbivuqmmz3j20ob0obk0y.jpg,无,无,2020-02-03 08:02,微博 weibo.com,12026,470,1543
IsrwBcpGI,【#全国新增2829例#，#全国累计确诊17205例#】2月2日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例2829例（湖北省2103例），新增重症病例186例（湖北省139例），新增死亡病例57例（湖北省56例，重庆市1例），新增治愈出院病例147例（湖北省80例），新增疑似病例5173例（湖北省3260例）。　　截至2月2日24时，国家卫生健康委收到31个省（自治区、直辖市）和新疆生产建设兵团累计报告确诊病例17205例（北京市核减3例，江西省核减1例），现有重症病例2296例，累计死亡病例361例，累计治愈出院病例475例，共有疑似病例21558例。　　目前累计追踪到密切接触者189583人，当日解除医学观察10055人，共有152700人正在接受医学观察。　　累计收到港澳台地区通报确诊病例33例：香港特别行政区15例，澳门特别行政区8例，台湾地区10例。 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gbiwdjr9ywj20j60u40y2.jpg,无,无,2020-02-03 07:53,微博 weibo.com,19227,1461,2454
IsrvmDQTK,【抢先看！#武汉火神山医院病房实拍#】分秒必争，只因是在与疫魔竞速！武汉#火神山医院内部#长啥样？戳图带你看↓@中国建筑  [组图共6张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gbivln7ut9j20j60csmys.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbivln9oynj20j60csdhd.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbivln95zpj20j60cswfk.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbivln945dj20j60csgmx.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gbivln9wi1j20j60cswfl.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gbivln9zntj20j60csdhf.jpg",无,无,2020-02-03 07:50,微博 weibo.com,202805,4699,7684
Isrph1Cco,【平凡人的大爱！男子从土耳其#背回口罩送交警留名中国人#】1月31日凌晨，南京交警高速六大队民警在宁杭高速上坊公安检查站开展疫情防控工作。一辆白色越野车驾驶员将车停下，从后备箱搬下一箱口罩，对交警说，“拿点东西给你们，从土耳其背回来的”。现场民警问及姓名，驾驶人只留下一句，“中国人”！http://t.cn/A6POoLIs ,,无,无,无,2020-02-03 07:35,微博 weibo.com,48956,2026,1993
IsrcOC9no,【#重庆新增25例#，#重庆累计确诊300例#】2020年2月2日12—24时，重庆市报告新型冠状病毒感染的肺炎新增确诊病例25例，减少重型病例3例，新增死亡病例1例。高新区为报告首例确诊病例。新增确诊病例中，万州区5例、涪陵区1例、江北区3例、九龙坡区2例、南岸区2例、巴南区1例、綦江区1例、大足区1例、铜梁区3例、潼南区1例、荣昌区1例、开州区1例、奉节县1例、巫山县1例、高新区1例；减少重型病例中，长寿区1例、江津区2例；新增死亡病例为万州区1例。截至2月2日24时，重庆市累计报告新型冠状病毒感染的肺炎确诊病例300例；现有重型病例23例，危重型病例6例，死亡病例2例，出院病例7例。确诊病例中，万州区49例、黔江区2例、涪陵区2例、渝中区9例、大渡口区6例、江北区16例、沙坪坝区2例、九龙坡区13例、南岸区6例、渝北区12例、巴南区2例、长寿区11例、江津区3例、合川区9例、永川区3例、綦江区5例、大足区5例、璧山区8例、铜梁区7例、潼南区3例、荣昌区4例、开州区17例、梁平区3例、武隆区1例、城口县1例、丰都县5例、垫江县12例、忠县15例、云阳县18例、奉节县9例、巫山县7例、巫溪县11例、石柱县10例、秀山县1例、两江新区12例、高新区1例；现有重型病例中，万州区5例、大渡口区2例、江北区1例、渝北区1例、长寿区2例、江津区1例、綦江区1例、璧山区2例、开州区1例、丰都县1例、垫江县1例、忠县3例、奉节县2例；现有危重型病例中，江北区1例、九龙坡区1例、铜梁区1例、开州区1例、梁平区1例、忠县1例；死亡病例中，万州区1例、九龙坡区1例；出院病例中，永川区1例、丰都县1例、云阳县1例、巫山县3例、秀山县1例。累计追踪到密切接触者8429人，已解除医学观察1958人，尚有6471人正在接受医学观察。专家认为，目前，我市主城新增病例、本地感染病例、聚集性病例增长快，发现社区感染病例14例，分布在10个区县，存在社区扩散蔓延的潜在风险。随着节后上班复工，人群又将大量聚集，疫情防控的任务十分艰巨。鉴于当前疫情形势的严峻性，全社会要共同参与这场“战疫”，人人都要做好自我防控，做到少出门、不聚集，减少流动、安全流动。重庆市卫生健康委提示：若出现发热（腋下体温≥37.3℃）、咳嗽等可疑症状，应佩戴防护口罩，到辖区定点医院排查诊治，尽量避免乘坐公共交通工具，主动配合医生开展相关调查和诊治。（人民日报记者蒋云龙） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gbiua4ecykj20u00witav.jpg,无,无,2020-02-03 07:04,微博 weibo.com,23406,709,3570
