微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
InXbnqZUW,【转发周知！#你应该知道的45度让路法#，请给生命让出通道！】近日，#45度让路法刷屏#。路遇堵车，如发现后方有紧急车辆（救护车、消防车、警车等等）发出警号，可以用这种方法，以最快的速度为生命让出通道！转给更多人！（广州日报）  人民日报的微博视频  ,,无,无,无,2020-01-04 19:17,微博视频,22963,8801,1306
InWS8uqvl,【别再信了！#2019食品安全与健康十大流言#】喝“千滚水”会造成亚硝酸盐中毒？服用维生素C能预防流感？喝荷叶茶能减肥？……这些说法是真的吗？1月3日，中国科协与中国食品科学技术学会梳理出“2019年食品安全与健康流言榜”，为了自己与家人的健康，转发辟谣！真相来了！2019年食品安全与健康十大流言发布  [组图共9张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gakpi878mij20h80d43z8.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gakpi86cgkj20h30d6wen.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gakpi86of7j20hc0d274y.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakpi8770lj20hc0d6gmf.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gakpi87ew6j20hg0d3gmb.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakpi88kpnj20h80cz3zc.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gakpi88ofnj20gs0drwf2.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gakpi8ag63j20hg0e10tq.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gakpi8bogej20h40r4wi4.jpg",无,无,2020-01-04 18:29,微博 weibo.com,4482,2274,648
InWNyfY8j,【国务院任免国家工作人员】任命朱咏雷为国家广播电视总局副局长；任命骆惠宁为中央人民政府驻香港特别行政区联络办公室主任。免去王志民的中央人民政府驻香港特别行政区联络办公室主任职务。  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gakp6hoh3fj20c80c8tdp.jpg,无,无,2020-01-04 18:18,微博 weibo.com,4350,490,611
InWLjEsjf,【惊喜！#神农架金丝猴增至1471只#】1月3日，湖北神农架第三次金丝猴种群调查完成，数量从2005年的1282只增至1471只。据悉，神农架冬季食物匮乏是导致金丝猴种群濒危的主要因素之一，后经过“人工补食”确保新生金丝猴成活率达100%。澎湃新闻的微博视频  ,,无,无,无,2020-01-04 18:13,微博 weibo.com,6012,692,688
InWA3p74F,【中国民航局：#追授杨文医生荣誉称号#】日前，民航局党组决定追授杨文同志“民航优秀共产党员”称号，全国民航工会决定追授杨文同志“全国民航五一劳动奖章”荣誉称号，北京市卫生健康委员会、首都卫生健康系统精神文明建设协调委员会追授杨文同志“首都健康卫士”特殊荣誉称号。杨文同志被追授“民航优秀共产党员”称号、“首都健康卫士”特殊荣誉称号  [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gako59qdpcj20m20k5436.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gako7ffn35j20zk0qotbi.jpg",无,无,2020-01-04 17:45,微博 weibo.com,10034,466,1005
InWlNz8Oj,【#三问高速公路收费#新情况：#用了ETC为啥更堵更贵#？】自1月1日零时高速公路省界收费站撤站并网以来，全国高速公路网络总体运行平稳，但也出现了各种各样的新情况新问题。不少人纳闷，为什么用上了ETC，走高速反而更堵、更贵了？针对这些问题，交通运输部有关负责同志日前作出回应。详↓ http://t.cn/AistyEze ,,无,无,无,2020-01-04 17:10,微博 weibo.com,47159,2953,6622
InWcLlRW7,【燃！#东风26发射画面#亮相纪录片】10年研制、2013年基本定型、2014年核常兼备、5000公里射程，这架完全自主知识产权的导弹，近日在纪录片《支部建在连上》中曝光了发射画面。东风快递，使命必达，戳视频↓一段视频带你了解东风26核常兼备导弹！为#硬核重器东风26导弹#打call!  人民日报的微博视频  ,,无,无,无,2020-01-04 16:47,微博视频,12132,1654,1004
InVKhsjNk,【#象限仪座流星雨 2020第一波许愿#，快带着你的新年愿望一起仰望星空！】象限仪座流星雨将带来#2020年第一场天象奇观#，极大期预测在16时20分，每小时最多将有120左右的流星划过天空，辐射点在牧夫座的北半部分，恰好是北斗七星的“长柄”附近。@人民日报联动@梨视频 直播↓ 人民日报的微博直播 .  ,,无,无,无,2020-01-04 15:37,微博原生直播,36080,1764,12226
InVGDrSNU,【#澳大利亚山火烧掉一个比利时#：已有23人遇难 周末气温升至40℃】去年9月以来，澳大利亚山火蔓延，已经烧掉了一个比利时大小的面积。4日，#澳大利亚三股山火汇成一片#。相关部门警告：周末气温将升至40℃以上，恐加剧危机。目前已有23人此次山火中遇难，1500余所房屋被摧毁。全球眼News的秒拍视频  ,,无,无,无,2020-01-04 15:28,微博 weibo.com,24605,1275,2321
InVxEp2YJ,【正确的按摩手法，缓解腰酸背痛】一周的工作结束了，但因为久坐却腰酸背痛，快学这套正确的按摩手法，用对方法才能帮你缓解~马住了！人人视频的秒拍视频  ,,无,无,无,2020-01-04 15:06,微博 weibo.com,9235,7934,1774
InVhfmRXh,【#20200202爱你爱你加倍# 网友喊话民政局：#2020爱你对称日#加个班？】近日有网友发现2020年2月2日是个好日子，因为20200202完全对称，因此被网友称为：“难得一遇的爱你对称日”。但是由于当天非工作日，不少人呼吁当地民政局能开放登记，满足大家好事成双的愿望。武汉杨先生向当地民政局提了诉求，并得到回应：可预约办登记！ [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gakik9qnnej20go0go14u.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakikbqfyqj20qo0hqwfp.jpg",无,无,2020-01-04 14:26,微博 weibo.com,7807,973,1403
InV8IoQbB,【叶轮机械与动力工程专家#中国工程院院士蒋洪德逝世#】1月4日，中国工程院院士、清华大学教授蒋洪德，因病在京逝世，享年78岁。蒋洪德，1942年出生于湖南省。1965年毕业于清华大学燃气轮机专业，1981年毕业于中国科学院研究生院，获硕士学位。1999年当选为中国工程院院士。他长期从事叶轮机械内部流动的理论与实验研究、技术开发和工程应用，对我国发电设备制造业和电力工业技术进步等工作，作出了重大贡献。曾获国家科技进步二等奖一次，省部级科技进步奖四次。作为老师，他时常教导学生安心科研、心系中华：“作为国家支柱产业之一的能源工业，其市场不能完全被外国占有，需要不断地自主创新，我们要花上十几年时间，通过消化吸收再创新造出拥有自主知识产权的燃气轮机，在市场上占据一席之地。这是一个漫长的过程，需要勤勤恳恳、有恒心和毅力，不被眼前的利益所诱惑，最终给国家交上一份满意的答卷。”（光明日报） [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gakhurkds9j206i09swej.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gakhurkjo5j20az06zdg0.jpg",无,无,2020-01-04 14:05,微博 weibo.com,14337,1005,1919
InUVFl53D,【#12岁少年救了整楼居民#：闻到异味后通知全楼人疏散】2019年12月30日晚，郑州12岁初中生李承泽在小区楼下闻到异味。在他的提醒下，父子俩赶紧把情况报告门卫，挨家挨户敲门排查并报警求助。救援人员赶到现场后发现，一燃气管道发生破裂，幸亏疏散及时大家安然无恙。为小英雄点个大大的赞！  http://t.cn/Ais5NlTq ,,无,无,无,2020-01-04 13:33,微博视频,18119,770,822
InUK5jiuP,【#香港海洋公园游客人数下跌六成#：鼓励员工放无薪假或提早退休】据香港商报报道，海洋公园发言人表示，因应去年访港旅客人数大幅下跌，经济放缓等因素影响，公园于7月至12月的入境旅行团和自由行游人数目按年大挫逾6成，公园预期旅游业整体难望在短期反弹，鼓励员工申请自愿无薪假期或提早退休。  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gakg1ul3mhj20go0b4myx.jpg,无,无,2020-01-04 13:04,微博 weibo.com,78266,686,3761
InUGyFX5B,【#理工男建模解锁脱单攻略后脱单#】近日，重庆大学研究生刘群用数学建模得出脱单攻略，他通过数据分析、写公式代码等得出“女生对男生的好感度模型”，并在建模后成功脱单。他说这只是项趣味实验，人与人关系是感性的，真正追女孩还是要靠用心。网友：理科生的世界我不懂。梨重庆的秒拍视频  ,,无,无,无,2020-01-04 12:55,微博 weibo.com,6681,810,920
InUdbff8M,【20岁女收费员#前1秒被骂哭下1秒微笑服务#这样的“变脸”，值得尊敬】2020年1月2日，浙江义乌。全国高速公路联网收费第二天，20岁的高速收费员小斯，被不理解政策的司机辱骂，委屈落泪大哭。但下一秒她就努力控制好情绪，转头微笑服务。网友纷纷表示：小姐姐，你有着最美的微笑。一手video的秒拍视频  ,,无,无,无,2020-01-04 11:43,微博 weibo.com,51273,2081,3350
InU19aI9J,【#陕西省政府原副省长陈国强被开除党籍和公职#】日前，经中共中央批准，中央纪委国家监委对陕西省政府原党组成员、副省长陈国强严重违纪违法问题进行了立案审查调查。经查，陈国强丧失理想信念，背弃初心使命，对党不忠诚不老实，为谋求个人职务晋升大搞政治攀附和人身依附，对抗组织审查；违反中央八项规定精神，多次接受可能影响公正执行公务的宴请和旅游安排；违规干预插手干部人事工作，不按规定报告个人有关事项；贪欲膨胀，收受礼品、礼金，甘于被“围猎”，将公权力作为谋取私利的工具，在企业经营、干部职务调整等方面利用职务上的便利为他人谋利，并非法收受巨额财物。陈国强严重违反党的政治纪律、组织纪律、廉洁纪律，构成严重职务违法并涉嫌受贿犯罪，且在党的十八大后不收敛、不收手，性质严重，影响恶劣，应予严肃处理。依据《中国共产党纪律处分条例》《中华人民共和国监察法》等有关规定，经中央纪委常委会会议研究并报中共中央批准，决定给予陈国强开除党籍处分；由国家监委给予其开除公职处分；终止其陕西省第十三次党代会代表资格；收缴其违纪违法所得；将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物随案移送。http://t.cn/Ais5ZG01 原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gakcwbcd3cj21740u0nf2.jpg,无,无,2020-01-04 11:13,微博 weibo.com,4516,367,714
InTYqFV15,【#陕西省委原书记赵正永被开除党籍#】日前，经中共中央批准，中央纪委国家监委对全国人大原内务司法委员会副主任委员、陕西省委原书记赵正永严重违纪违法问题进行了立案审查调查。经查，赵正永严重背弃初心使命，对党不忠诚不敬畏，毫无“四个意识”，拒不落实“两个维护”的政治责任，对党中央决策部署思想上不重视、政治上不负责、工作上不认真，阳奉阴违、自行其是、敷衍塞责、应付了事，与党离心离德，无视组织一再教育帮助挽救，多次欺骗组织，对抗组织审查，是典型的“两面人”、“两面派”；违反中央八项规定精神，大搞特权活动；违背党的组织路线，培植个人势力，搞团团伙伙，纵容亲属肆意插手干部选拔任用工作，严重破坏选人用人制度；肆无忌惮聚钱敛财，收受礼品、礼金，滥权妄为，大搞权钱交易，在职务晋升、能源资源开发利用、企业经营、工程项目承揽等方面利用职务上的便利为他人谋利，并非法收受巨额财物；道德败坏，家风不正，对家人、亲属失管失教。赵正永严重违反党的政治纪律、组织纪律、廉洁纪律和生活纪律，构成严重职务违法并涉嫌受贿犯罪，是党的十八大以来不收敛不收手，问题线索反映集中、群众反映强烈，政治问题和经济问题交织的腐败典型，其行为严重污染破坏了陕西的政治生态和发展环境，性质特别严重，影响极其恶劣，应予严肃处理。依据《中国共产党纪律处分条例》《中华人民共和国监察法》等有关规定，经中央纪委常委会会议研究并报中共中央批准，决定给予赵正永开除党籍处分；按规定取消其享受的待遇；终止其陕西省第十三次党代会代表资格；收缴其违纪违法所得；将其涉嫌犯罪问题移送检察机关依法审查起诉，所涉财物随案移送。http://t.cn/Ais57sGM 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gakcoggjgoj215m0u0ttv.jpg,无,无,2020-01-04 11:07,微博 weibo.com,5705,818,1139
InTNRiiNJ,【#77岁老教授捐毕生积蓄8208万#：来自科研，用于科研】河南农业大学教授王泽霖近日将毕生科研转化结余的8208万元全部捐给学校。王教授对此表示：“科研事业一定得后继有人，这些钱只有用到更需要的地方去才有价值”。身边人这样评价他：对自己“抠”，对科研从不吝啬。网友：为真正的知识分子点赞！http://t.cn/AisGxpNc ,,无,无,无,2020-01-04 10:41,微博 weibo.com,17018,1441,1465
InTApFhig,【美军空袭伊拉克后华盛顿进入戒备状态】3日，美军对伊拉克巴格达国际机场发动空袭，致伊朗将军苏莱曼尼等多人死亡，伊朗誓言报复。#特朗普称美军空袭为阻止战争#。目前，美国各城市都加强了警戒，首都华盛顿已经处于戒备状态。转发提醒在美中国公民：如遇紧急情况，请记住这个电话：+86-10-12308！  原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gakaz8596pj20rs0rs40k.jpg,无,无,2020-01-04 10:07,微博 weibo.com,34712,3610,3000
InTvIBYPu,【#怎样避免个人信息泄露#？】近日#国航处分泄露明星乘客信息员工#。数据显示，44.4%的网民遭遇网络安全问题。8招教你保护个人信息：①不注册来源不明的网站；②不扫来历不明的二维码；③淘汰的电子产品信息销毁要彻底；④有个人信息的纸张处理时要抹掉隐私信息；⑤不在社交软件上泄露过多个人信息；⑥慎用公共场所免费WiFi；⑦不随意点击短信和邮件中的链接；⑧不同软件不用同一组账号密码。 [组图共9张] 原图 ,,"http://ww3.sinaimg.cn/large/a716fd45ly1gakanegtblj20go0go0vl.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakangd5msj20go0kpq7v.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gakanhy2gzj20go0p0jwe.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakanjtnu0j20go0nbgqf.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gakanlh1muj20go0go40y.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gakannbglhj20go0n5dkd.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakanp7bzuj20go0hmjuz.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gakanr5jzej20go0l9tcs.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gakansvg7ej20go0p0n2c.jpg",无,无,2020-01-04 09:56,微博 weibo.com,8266,1474,728
InTj5zyvk,【#第三次世界大战上推特热搜#：网友懵圈】3日，美军空袭伊拉克巴格达机场，致伊朗将军等多人死亡，伊朗誓言报复。随后，“第三次世界大战WWIII”“伊朗”“五角大楼”等关键词迅速在推特热搜霸榜，美国网友用深表困惑、逃避现实、谴责特朗普等系列回复表达种种“担忧”。 美国人炸了，第三次世界大战上热搜  [组图共6张] 原图 ,,"http://ww1.sinaimg.cn/large/a716fd45ly1gak9rf038cg20gw0fyb2a.gif,http://ww3.sinaimg.cn/large/a716fd45ly1gak9rfb6w7j20rc0zge81.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gak9re9uu6j20u00wckjl.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gak9re5mg3j20u00vznpd.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gak9rbmgvuj210w0o21iv.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gak9rc40nkj20ua0u0qv5.jpg",无,无,2020-01-04 09:25,微博 weibo.com,15216,883,1422
InT85Afbm,父母说的那些可能#会给孩子留下一生阴影的话#！请慎重！1.针对外貌的攻击性话语。2.针对行为的挑衅性问题。比如，你为什么这样走路？为什么这样嚼东西？3.自私的愿望。比如，“真后悔生下你。”“真希望我去堕胎。”4.让孩子觉得自己是个负担。5.不健康的对比。例如很多家长口中“别人家的孩子”。6.辱骂性言语。7.以抛弃作为威胁。8.假意的许诺。“如果你xxx，我就给你买xxx”，但是又不去实现。http://t.cn/AisG2jAr ,,无,无,无,2020-01-04 08:58,微博 weibo.com,9538,2223,1516
InSUOFclr,【#伊拉克民兵组织车队遭空袭6人死亡#】据俄罗斯RT，当地时间3日，一支载有伊拉克民兵武装“人民动员力量”（PMF）成员的车队在巴格达北部遭到空袭，致6人死亡。据报道，这支由三辆车组成的车队在伊拉克首都北郊的al-Taji地区遭到袭击，另有3人受重伤。快讯！伊拉克民兵组织车队遭空袭致6人死亡  [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gak81ar4g3j20k00f0ajq.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gak81cds6tj20qo0k04ci.jpg",无,无,2020-01-04 08:25,微博 weibo.com,15074,393,1230
InSSyAS0V,【#特朗普称美军空袭为阻止战争#：中东地区将增兵约3000名】3日，美国总统特朗普在电视讲话中称，是他下令发起对伊朗将军苏莱曼尼的空袭，因其此前策划“对美国进行迫在眉睫的险恶攻击”。特朗普表示，“我们采取的行动是阻止一场战争，而不是开启一场战争”。另据美联社，美国准备向中东地区增派约3000兵力。（人民日报记者李志伟） 原图 ,,http://wx3.sinaimg.cn/large/a716fd45ly1gak7vpfzkjj21660rwqv5.jpg,无,无,2020-01-04 08:19,微博 weibo.com,104157,2137,6003
InSKveImx,【长江白鲟已灭绝今天，你愿为人类的朋友转发吗？】近日有研究显示，预计2005-2010年“中国淡水鱼之王”长江白鲟已灭绝。一项报告显示，#全球百万物种濒临灭绝#。人类活动是物种灭绝主要原因。生物多样性就是我们的生命，转发呼吁，别让人类成为最孤单的那一群！ 人民日报的微博视频  ,,无,无,无,2020-01-04 08:00,微博 weibo.com,13512,9623,1851
InSyjDJmr,【#消防通道就是生命通道#！转发呼吁：请依法遵规停车】近日，重庆大楼大火，消防通道被堵，消防员不得不切割隔离桩台，群众合力掀翻占道车辆。一项调查数据显示，全国#重大伤亡火灾超80%因消防通道堵塞#。请记住，你占用的0.1米可能是卡住消防车的整个车道。为了你我的生命安全，转给更多人！  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gajw2zp2hpj20go0t6dob.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajw2z5ir3j20go0t6qa2.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gajw2zjsz4j20go0t6n7x.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajw2zil4mj20go0t6ak4.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gajw2ze3owj20go0t6n6c.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajw2zv299j20go0t6dps.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajw2zn9oaj20go0t646s.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajw2zval8j20go0t67ck.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajw2ztzyoj20go0t6gsm.jpg",无,无,2020-01-04 07:30,微博 weibo.com,3814,2856,778
InSm8Dukg,【会沟通是了不起的才华】说话简单，会说话却不简单。很多亲密关系出现裂痕，都是因为沟通出了问题。有时我们遇到的最大敌人，不是能力，也不是运气，而是口无遮拦的自己。与人相处，不必在言语上争高低。良好的沟通，能帮你高效解决问题。9个建议让你成为更会沟通的自己↓#2020的第一个周末#，早安。  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/a716fd45ly1gajw1rg0izj20go0kctep.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajw1rjldwj20go0kcgt6.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajw1rr43ij20go0kcdo3.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajw1ry1m0j20go0kc7b4.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajw1rimsbj20go0kcdle.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajw1roon2j20go0kcgu3.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajw1rpz0uj20go0kc7af.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajw1rvyl0j20go0kck0u.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajw1rwgp9j20go0kcdo4.jpg",无,无,2020-01-04 07:00,微博 weibo.com,6833,5369,1000
InPBZifAk,【#你好，明天#】白鲟灭绝的消息引发网友感慨：“从未遇见，听闻已是永别”。尽管官方尚未确认，但白鱀豚、长江鲥鱼远去的背影已为人类敲响警钟。人的发展史，不应成动物的灭绝史。生态保护是长期积累的过程，保护长江不会立竿见影。想再现水清岸绿、鱼翔浅底的盛景，还需我们日日为继，久久为功。  原图 ,,http://wx1.sinaimg.cn/large/a716fd45ly1gajtgbd33nj20e608ck2x.jpg,无,无,2020-01-04 00:00,微博 weibo.com,6940,1402,1155
InPpvFxpC,【#国航处分泄露明星乘客信息员工#】今晚，国航回应：有国航员工个人微博内容涉及旅客信息。经核查，涉事人员系国航一乘务人员。该员工行为严重违反国航数据管理相关规定。目前公司已对该员工做出停飞处分，后续将根据公司有关规定进一步严肃处理。对此事涉及旅客表示真诚道歉。风声视频的秒拍视频  ,,无,无,无,2020-01-03 23:30,微博 weibo.com,22042,925,1312
InPdK7nZj,【夜读：不联系，不代表忘记】人来人往是生活的常态，中途告别的人，我们无力挽留，只管温柔道别就好。#真正的感情不需要刻意联系#，而是你们都有各自的世界和朋友圈，为了生活各自忙乱，又互相牵挂。你如意的时候，我替你开心；你失意的时候，转身我就在你身后。这样的知心人，愿我们都有。 http://t.cn/AisGnRpI ,,无,无,无,2020-01-03 23:01,微博 weibo.com,7850,3300,1195
InP67k9wW,【投票：你#如何看待群发祝福#？】元旦刚过，春节将至，你收到亲朋好友的祝福消息了吗？有人抱怨，收到的祝福都是群发的；也有人觉得群发也是一个挑选过程，姓名旁边的“√”也说明重视，你怎么看？ 你怎么看群发祝福消息？  ,,无,无,无,2020-01-03 22:42,微博 weibo.com,77545,425,948
InP1P6h0X,【人民微评：你占道，我举报】#重庆大楼火灾后消防通道举报激增#，举报占道的多了，说明安全意识强了。血泪教训记心间，简单谴责，不如齐抓共管。消防通道不容霸占，谁占用谁就是跟公共安全过不去，跟大家的生命过不去。一占道就有人举报，一举报就有人管。严格依法处理，让占道者付出代价，谁还敢跟法律过不去？ 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gajqua8o9mj20cx0kt0v9.jpg,无,无,2020-01-03 22:31,微博 weibo.com,4223,887,795
InONMhJUN,【转存！#2020二十四节气时间表#】“春雨惊春清谷天，夏满芒夏暑相连，秋处露秋寒霜降，冬雪雪冬小大寒”。#2020年二十四节气#来了。转发迎接新一年@紫金山天文台科普部  原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gajptozvunj20j60s3wkj.jpg,无,无,2020-01-03 21:57,微博 weibo.com,4343,2911,963
InOhSh8Ec,【新年快到了！一起来看#重庆铜梁火龙#的热情祝福】火龙舞是重庆铜梁传统民俗活动，也是首批国家级非物质文化遗产。第二届重庆铜梁中华龙灯艺术节，戳↓↓跟随镜头来感受火热的巴渝传统文化~#重庆火龙舞#新华视点的微博视频  ,,无,无,无,2020-01-03 20:38,微博 weibo.com,4499,862,738
InNYzwOR5,【超燃！2020#海军陆战队硬核宣传片#】从远洋护航到国际比赛，从跨区驻训到中外联演，他们是一支三栖作战、攻防兼备、立体突击的新质作战力量，他们是素有军中之军、钢中之钢之称的“火蓝刀锋”，他们就是——中国海军陆战队。戳视频↓↓转发，致敬！国防部发布的微博视频  ,,无,无,无,2020-01-03 19:50,微博 weibo.com,3663,1044,612
InNIi6iPA,【最新消息！#北京检方对孙文斌故意杀医案提起公诉#】1月3日，北京市人民检察院第三分院起诉指控：被告人孙文斌于2019年12月24日6时许，在民航总医院急诊科抢救室内，趁正在值班的医生杨文（女，殁年51岁）不备，持事先准备的尖刀将杨文杀害。北京市人民检察院第三分院认为，被告人孙文斌故意非法剥夺他人生命，致人死亡，应当以故意杀人罪追究其刑事责任，决定向北京市第三中级人民法院提起公诉。（人民日报记者彭波） 原图 ,,http://wx2.sinaimg.cn/large/a716fd45ly1gajl0c42w4j20ip0h244u.jpg,无,无,2020-01-03 19:10,微博 weibo.com,36061,1823,3139
InNFLdrH9,【转存收藏！#新一批476个教育APP备案名单#公布】根据《教育移动互联网应用程序备案管理办法》，各省教育行政部门持续推进教育App备案，在2019年12月16日至24日期间完成了对245家企业的476个教育App备案工作。详细名单↓↓↓共476个！新一批教育APP备案名单公布  [组图共9张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gajkv1avq5j20ow7py7ur.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajkv0da3zj20r80nhmyy.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajkv133j8j20r82xunfc.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajkv0k2l4j20pw2vgwm1.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gajkv103tdj20qe34jk0h.jpg,http://ww3.sinaimg.cn/large/a716fd45ly1gajkv0tp84j20qe216wr8.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gajkv123qmj20na2vajxa.jpg,http://ww1.sinaimg.cn/large/a716fd45ly1gajkv14vyqj20n23h9q9e.jpg,http://ww2.sinaimg.cn/large/a716fd45ly1gajkv14i1zj20mt1hh770.jpg",无,无,2020-01-03 19:04,微博 weibo.com,1030,523,158
InNxmhoX1,【北方有多冷？看#零下40度的速冻火车#】由呼和浩特开往满洲里的K274次列车，跨越茫茫林海雪原时畅游冰雪美景，被称为#现实版雪国列车#。然而任性的天气把列车车窗、车门和过道也给“速冻”了。这让列车员使出十八般武艺：灌热水、凿冰雪、通水道…温暖每一位旅客的回家路。人民视频的秒拍视频  ,,无,无,无,2020-01-03 18:43,微博 weibo.com,37336,2011,2891
InNfbhgbR,【#南京大屠杀幸存者照片墙灯又熄三盏##登记在册在世幸存者只剩77人#】今天，在@侵华日军南京大屠杀遇难同胞纪念馆 幸存者照片墙前，为不久前去世的朱惟平、胡信佳、金茂芝老人举行熄灯仪式。照片墙上的灯一盏盏熄灭，见证者正逐渐凋零，但历史不容忘却！转发铭记，珍爱和平！侵华日军南京大屠杀遇难同胞纪念馆的微博视频  ,,无,无,无,2020-01-03 17:59,微博 weibo.com,7084,1180,842
InMXVfR85,#伊朗少将在伊拉克遇袭身亡#【#美要求在伊拉克侨民紧急撤离#】美国福克斯新闻网报道，当地时间3日凌晨，美国国务院发布紧急警告，要求在伊拉克美国公民紧急撤离。此前，伊朗最高领袖大阿亚图拉阿里·哈梅内伊表示，针对伊朗将军苏莱曼尼被美军杀死一事，罪犯们将受到“严厉复仇”。剑指美国意味十足。巴格达当地时间3日，美军向伊拉克巴格达国际机场附近目标发出导弹袭击，造成至少8人死亡。其中包括伊朗伊斯兰革命卫队特种部队“圣城军”部队指挥官卡西姆·苏莱曼尼将军。（人民日报记者李志伟） 原图 ,,http://wx4.sinaimg.cn/large/a716fd45ly1gajhqcd58vj20ob0obk0y.jpg,无,无,2020-01-03 17:16,微博 weibo.com,41866,831,3354
InMVu0WYx,【武汉卫健委：#武汉发现不明原因病毒性肺炎重症11例#】3日，#武汉卫健委通报不明原因肺炎#：2019年12月以来，我委开展呼吸道疾病及相关疾病监测，发现不明原因的病毒性肺炎病例，病例临床表现主要为发热，少数病人呼吸困难，胸片呈双肺浸润性病灶。截至2020年1月3日8时，共发现符合不明原因的病毒性肺炎诊断患者44例，其中重症11例，其余患者生命体征总体稳定。目前所有病例均在武汉市医疗机构接受隔离治疗，已经追踪到121名密切接触者并行医学观察，密切接触者的追踪工作仍在进行中。流行病学调查显示，部分病例为武汉市华南海鲜城经营户。截至目前，初步调查表明，未发现明显的人传人证据，未发现医务人员感染。病原鉴定（包括核酸检测和病毒分离培养）和病因溯源工作正在进行中，已排除流感、禽流感、腺病毒感染等常见呼吸道疾病。疫情发生后，国家和省卫生健康委高度重视，派出工作组和专家组赴武汉市，指导当地开展疫情应对和处置工作。武汉市卫生健康委在全市医疗机构开展相关病例搜索和回顾性调查，已完成对华南海鲜城的环境卫生处置工作，进一步的卫生学调查正在进行中。 [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/a716fd45ly1gajhmfyak1j215p0u0guu.jpg,http://ww4.sinaimg.cn/large/a716fd45ly1gajhlkd7m7j20ob0obk0y.jpg",无,无,2020-01-03 17:10,微博 weibo.com,79153,3406,7016
