微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IwAALDZph,【湖北黄梅县22人误服消毒片？官方回应：确有发生，正在调查】2月29日晚，网上传出一份疑似黄冈市人民政府发往各县的电报，其中内容为，黄冈市黄梅县黄梅镇向窑村一组村民14户22人，误食镇疫情防控指挥部下发的二氧化氯环境消毒片（俗称“泡腾片”），等级为“特急、明电”，落款日期为2月28日。3月1日，黄梅县委宣传部向证实，确实发生一起误食“消毒片”中毒事件，目前警方正在调查，详情将在近期通报。2月29日晚，与“电报”同时传出的，还有一份群聊天截图，多位群友讨论称，黄梅县人民医院护士称“正在抢救一批中毒的人，一个村20多个人，喝了消毒水，说村干部发的，还要当面喝。”另一位群友补充称：“口服过程中，组长还要拍照留痕迹记录。”http://t.cn/A67xTgym 原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gceelafnxij20go0m83zw.jpg,无,无,2020-03-01 14:19,专业版微博,3001,841,491
IwAdDms4X,【“国兴1”号货船在日本海域沉没，7名中国籍船员失踪】据中国驻札幌总领事馆消息，伯利兹籍货船“国兴1”号2月29日晚在日本海域沉没，13人失踪，其中7人为中国籍船员。2月29日22时17分，“国兴1”号向日方通报，其在日本青森县六所村的泊渔港以东约12公里海域与日本籍渔船“第八富丸”号发生碰撞，船体进水。“国兴1”号于22时35分沉没，14名船员1人获救，13人失踪，其中7人为中国籍船员。总领馆第一时间启动应急响应机制，与日方相关部门建立联系、获取信息，要求日海上保安厅等相关单位全力展开搜救。截至3月1日10时45分，日方已派出6架飞机、6艘巡视船、数十名救援人员执行搜救任务。目前在事发海域发现一些漂浮物，但无法确定是否与“国兴1”号有关。http://t.cn/A67xoXpB 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gcecxyu4ymj20bz07s0y2.jpg,无,无,2020-03-01 13:22,微博 weibo.com,394,23,93
IwzZuDBcK,【山东一确诊者隐瞒接触史致37人隔离 获刑10个月】#确诊者隐瞒接触史获刑10个月# 据山东高院官微消息，3月1日上午，成武县人民法院公开开庭审理并当庭宣判山东省首例疫情防控期间妨害传染病防治罪案，被告人田某某被判处有期徒刑十个月。被告人田某某2020年1月9日乘车从湖北返回成武家中，1月20日出现发热、干咳等症状，后分别到本村卫生室、大田集镇医院、成武县人民医院就诊，期间故意隐瞒其武昌、汉口接触史。1月25日，被告人田某某被诊断为疑似患有新型冠状病毒肺炎，在医护人员将其转入感染科病房隔离治疗时，不予配合并申请出院，1月26日，被确诊为“新型冠状病毒感染的肺炎确诊病例”，造成医护人员、同病房病人等37人被隔离，严重影响了医疗机构对疫情的防治，并在一定范围内造成了恐慌。因涉嫌犯罪，2月8日，成武县公安局对其立案侦查。2月26日成武县人民检察院依法向成武县人民法院提起公诉。http://t.cn/A67xMxTl [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/9be419dbly1gcebwah95ej20g10m8q41.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcebwai5cxj20gp0m8gmr.jpg",无,无,2020-03-01 12:47,专业版微博,964,175,237
IwzQebzNJ,【首例新冠肺炎死亡病例出现后，#美华盛顿州宣布进入紧急状态#】美国《国会山报》2月29日消息，华盛顿州出现美国首例因新冠肺炎死亡的病例，华盛顿州长英斯利宣布进入紧急状态。报道称，英斯利表示，华盛顿州政府各直属机构将动用“所有必要的资源”，为应对新冠疫情暴发做好准备。必要时，英斯利还将授权动用华盛顿州国民警卫队。他表示，“我向华盛顿州居民保证，我们严肃对待此次威胁，并与我们的医疗合作伙伴携手准备应对这场可能成为全球性流行病的疫情。”http://t.cn/A67xtxLv 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gceb9ysef9j20k00g6mxv.jpg,无,无,2020-03-01 12:24,专业版微博,687,92,236
Iwzy8vq2v,【马来西亚新总理宣誓就职】当地时间3月1日，马来西亚前副总理毛希丁·亚辛（Muhyiddin Yassin）宣誓就职，成为该国第八任总理。据马来西亚“当今大马”、《中国报》报道，当天，毛希丁·亚辛在马来西亚国家元首面前进行保密宣誓、就任宣誓等仪式，并签署相关文件后，正式成为了该国第八任总理。当地媒体指出，整场仪式从上午10点30分开始，历时约13分钟。http://t.cn/A67xA3dZ 原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gce9zgxz93j20eq08k74r.jpg,无,无,2020-03-01 11:40,专业版微博,15034,158,1832
IwzigdahR,【肺移植专家团队成功进行全球#首例新冠肺炎病人肺移植手术#】2月29日，陈静瑜团队在无锡成功进行全球首例新冠肺炎双肺移植手术。患者为59岁男性，确诊新冠肺炎后，经过插管+ECMO和药物治疗后，连续核酸检测呈阴性，但双肺功能已严重受损且不可逆。患者术后状态平稳。业内专家认为，这例新冠肺炎危重症病例肺移植救治手段对降低死亡率有较大意义。该新冠肺炎病例在江苏省，男，59岁，1月23日发病，1月26日确诊COVID-19，2月7日气管插管，2月22日ECMO，2月24日转至无锡市传染病医院，病人经气管插管+ECMO和药物治疗后，连续核酸检测呈阴性，但双肺功能已严重受损且不可逆。2月29日，在江苏省卫健委支持下，无锡市卫生系统打破常规、整合一切医疗资源，由陈静瑜教授团队对该病例进行了双肺移植手术。肺源系外地脑死亡患者爱心捐献，在外省获取经高铁转运7小时至无锡。截至目前，该病人术后已经清醒，移植双肺功能氧合良好，生命体征平稳。http://t.cn/A67MsApB 原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gce8ulwj6uj20m80fugmd.jpg,无,无,2020-03-01 11:01,专业版微博,952,54,176
IwyK4CGmL,【武汉“中国医师奖”获得者江学庆医生感染新冠殉职】3月1日，武汉市中心医院发布公告称，该院甲状腺乳腺外科党支部书记、主任、主任医师、中国医师奖获得者江学庆同志， 在抗击新冠肺炎疫情工作中不幸染病，经全力抢救无效，于2020年3月1日凌晨5点32分在武汉市肺科医院去世，享年55岁。公告全文如下：武汉市中心医院甲状腺乳腺外科党支部书记、主任、主任医师、中国医师奖获得者江学庆同志， 在抗击新冠肺炎疫情工作中不幸染病，经全力抢救无效，于2020年3月1日凌晨5点32分在武汉市肺科医院去世，享年55岁。江学庆同志1964年3月31日出生于湖北省武汉市。1986年7月从同济医科大学临床医学专业毕业后一直在武汉市中心医院工作，从事外科专业30余年。在医院工作期间兢兢业业、甘于奉献，对患者耐心细致，尽职尽责，为医院发展作出了重要贡献。我院对江学庆同志的不幸去世表示沉痛哀悼，向其家属表示深切慰问。武汉市中心医院2020年3月1日http://t.cn/A67MTenw 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gce6f9de9gj20tz182ae5.jpg,无,无,2020-03-01 09:36,专业版微博,903,154,311
IwyyMEvzt,【#韩国新增376例新冠肺炎确诊病例#，累计确诊3526 例】韩国中央防疫对策本部3月1日通报，截至当地时间1日上午9时，韩国较前一天下午4时新增376例新冠肺炎确诊病例，累计确诊病例达3526例。韩国新冠病毒确诊病例2月26日超过1000例，仅时隔三天便突破3000例。自1月20日境内首次出现确诊病例以来已过40天。 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gce5mzxiq2j21f40u04qp.jpg,无,无,2020-03-01 09:09,专业版微博,603,32,182
IwymUyBQm,【自如湖北籍租客均被通知冻结门锁？租客：凭什么】近日，有多名湖北籍的网友在网上表示，自己接到了自如工作人员的通知，他们被告知自己在外地租住的房屋直到自己从湖北回租住地之前，密码锁都将被冻结。“昨天下午管家给我打电话，也没有沟通，没有问可不可以，就直接通知我说房锁要被冻结。这是凭什么？”租住在杭州的石女士是湖北黄石人，1月22日从杭州返回黄石，一直待在家里没出门的她在2月28日接到了自如工作人员的这个电话。石女士对此很不解，便询问工作人员冻结房锁的理由，“回复我说是因为疫情防控的需求。”自如相关工作人员表示，冻结门锁的举措是为了配合整体的疫情防控，如果湖北籍租客有具体意见可以和管家沟通，“管家和租客沟通之后，才会冻结门锁。租客如果不同意我们可以不冻结，租客有任何疑问都可以和管家沟通。”http://t.cn/A67MoHXw [组图共3张] 原图 ,,"http://ww1.sinaimg.cn/large/9be419dbly1gce4q1id4wj20u02ando1.jpg,http://ww4.sinaimg.cn/large/9be419dbly1gce4q1gxh1j20st0uxq5f.jpg,http://ww3.sinaimg.cn/large/9be419dbly1gce4q1hlztj20u00usmzf.jpg",无,无,2020-03-01 08:39,专业版微博,4310,129,958
Iwy5VqHsj,【80名中国公民在莫斯科隔离遭虐待？中国驻俄使馆回应】据中国驻俄罗斯使馆官微消息，近期，随着新冠肺炎疫情的发展，俄罗斯面临的防疫压力加大。此前，俄方向我馆提出，希使馆协助劝说尚在国内的中国留俄学生推迟至3月2日后返校。2月14日，我馆发布通报，希留俄学生遵照俄方有关要求暂缓返校。但是，仍有数千名留学生坚持返校，俄方感到防疫形势十分严峻。莫斯科市政府通过检查，将80名涉嫌违反自我隔离规定的中国公民集中在察里津诺康复中心等指定地点进行隔离。使馆领事官员前往慰问并送去食品、水果等慰问品及生活必需品，并要求俄方采取一切措施提供良好的隔离和生活条件。俄方多次强调，所采取的措施并非只针对中国公民。http://t.cn/A67MfwEL 原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gce3kd9fx3j20dw0990tb.jpg,无,无,2020-03-01 07:57,专业版微博,4278,132,431
Iwy0w5GKj,【全国新增新冠肺炎573例 湖北新增570例】2月29日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例573例，新增死亡病例35例（湖北34例，河南1例），新增疑似病例132例。当日新增治愈出院病例2623例，解除医学观察的密切接触者8620人，重症病例减少299例。截至2月29日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例35329例（其中重症病例7365例），累计治愈出院病例41625例，累计死亡病例2870例，累计报告确诊病例79824例，现有疑似病例851例。累计追踪到密切接触者660716人，尚在医学观察的密切接触者51856人。湖北新增确诊病例570例（武汉565例），新增治愈出院病例2292例（武汉1675例），新增死亡病例34例（武汉26例），现有确诊病例32959例（武汉27700例），其中重症病例7107例（武汉6393例）。累计治愈出院病例31187例（武汉19227例），累计死亡病例2761例（武汉2195例），累计确诊病例66907例（武汉49122例）。新增疑似病例64例（武汉50例），现有疑似病例646例（武汉393例）。累计收到港澳台地区通报确诊病例144例：香港特别行政区95例（出院33例，死亡2例），澳门特别行政区10例（出院8例），台湾地区39例(出院9例，死亡1例)。http://t.cn/A67MtaCP ,,无,无,无,2020-03-01 07:44,专业版微博,764,35,123
IwxBaiW8y,【人民日报：#请对42开头的湖北身份证少些特殊照顾#】连日来，一些湖北籍人士在湖北以外遭遇特殊“照顾”引发关注。一见42开头的身份证号码，便对持证人设置种种条件，显然不合情理，也有悖法治精神。原因很简单，湖北籍人士不等于疫情期间就在湖北生活，更不等于他们就该区别对待。一概以身份证号“盯防”湖北籍人士，是简单粗陋的做法。这种做法，既体现不出精准施策中的“精准”二字，也会因过于僵硬和机械而让无辜者受伤，让湖北人寒心。防控工作千头万绪，实属不易，在推进中善于纠偏，在完善中精准调整，防控有力度也有温度，就能更有成效，更能为人接受。http://t.cn/A67MwNlF ,,无,无,无,2020-03-01 06:42,专业版微博,2722,186,491
IwvX5rWhr,【#美国出现首例新冠肺炎死亡病例#】当地时间2月29日，美国华盛顿州卫生部门称，该州一名新冠肺炎患者死亡，成为全美国第一例因新冠肺炎死亡的病例。官方称，该新冠肺炎逝者来自华盛顿州金郡，临近西雅图。美国出现首例新冠肺炎死亡病例  原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gcdufcsehij209c05wjrg.jpg,无,无,2020-03-01 02:30,专业版微博,287835,1146,12324
IwvK60QCn,【#意大利新冠肺炎病例破千# 累计确诊1128例 死亡29例】当地时间2月29日傍晚，意大利民防部门负责人博雷利在例行疫情通报中表示，截至当天17时（北京时间3月1日0时），该国共计确诊新型冠状病毒肺炎病例1128例，较前一天增加240例，其中29人死亡，50人治愈。博雷利指出，在现有确诊病例中，52%属于无症状或轻症状患者，居家隔离；约10%的患者接受重症监护治疗。意大利疫情较为严重的伦巴第、威尼托和艾米莉亚-罗马涅等大区决定继续停课至3月8日。http://t.cn/A67II9lv ,,无,无,无,2020-03-01 01:58,专业版微博,606,67,146
IwtVZo10y,【#美国和塔利班签署和平协议#】据彭博社报道，刚刚，美国和塔利班在多哈签署了和平协议，双方谈判耗时18个月，为结束长达18年的战争，拉开序幕。美国和塔利班签署和平协议 为结束长达18年的战争拉开序幕  原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gcdl32q8fwj20wi0ts1kx.jpg,无,无,2020-02-29 21:22,微博 weibo.com,72891,1490,4221
IwtD4hkjZ,【#美国计划14个月内从阿富汗全部撤军#】据法新社刚刚消息，美国及阿富汗政府发表联合声明称，美国计划在14个月内全部撤军。美国和北约部队计划14个月内从阿富汗全部撤军  ,,无,无,无,2020-02-29 20:35,微博 weibo.com,500,32,126
IwtabCqIM,【#湖北首次发布疫情风险等级评估报告#】2月29日，湖北首次发布《湖北省县（市、区）新冠肺炎疫情风险等级评估报告》，按低风险、中风险、高风险三个等级对所有103个县（市、区）进行等级评估。无确诊病例或连续14天无新增确诊病例为低风险地区；14天内有新增确诊病例，累计确诊病例不超过50例，或累计确诊病例超过50例，14天内未发生聚集性疫情为中风险地区；累计病例超过50例，14天内有聚集性疫情发生为高风险地区。经省疾控中心组织专家综合评估，截至2020年2月28日24时，全省低风险县（市、区）11个，中风险县（市、区）34个，高风险县（市、区）58个。湖北将根据疫情变化发展情况，评估、更新各县市区疫情风险等级，及时向社会公布。http://t.cn/A67fPHdd 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gcdhs6abqlj20c60pradr.jpg,无,无,2020-02-29 19:24,微博 weibo.com,438,49,169
Iwsckd5OC,【#慕尤丁被任命为马来西亚第8任总理#】据彭博社等媒体报道，当地时间29日，马来西亚国家皇宫宣布，任命慕尤丁（Muhyiddin Yassin）为马来西亚总理。《联合早报》称，慕尤丁将在明天（3月1日）早上10时30分宣誓就任。马来西亚国家皇宫宣布：慕尤丁将出任马来西亚第8任总理  原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gcddrty15dj20dc07hdg5.jpg,无,无,2020-02-29 16:57,微博 weibo.com,77,0,0
Iwrz1DjwW,【#韩国首次出现患者二次感染#】韩联社刚刚报道，韩国首次有患者出院后二次感染，73岁女患者本月初被诊断感染新冠病毒，完全康复后于22日出院。韩国疾控中心官员指，27日女患者又出现新冠肺炎症状，28日的检测结果显示再次染病。女患者称出院后一直留在家。韩国首次出现患者二次感染  ,,无,无,无,2020-02-29 15:20,微博 weibo.com,339,29,97
IwrosdJWJ,【新型电子烟肺炎：美国第三种流行肺病致死33人？】据美国疾病控制和预防中心（CDC）去年10月公布的报告称，自去年爆发的一种神秘肺病正在快速恶化，确诊或疑似病例达到了近1479例，在美国10个州至少有33人丧生，电子烟引发的肺炎与新冠肺炎高度相似。CDC已经派遣100多名医生和调查人员来确定这种致命疾病的原因。这种病类似于罕见肺炎，早期症状包括咳嗽、呼吸急促、疲劳、胸痛、恶心、呕吐和腹泻。有医学专家确认，这些感染的1479人中，半数重症，33个人死亡，当时的重症死亡率大约4.4%。抽电子烟而发病的患者，一开始出现类似发烧的症状，随后会变成像是严重的肺炎，但却又不像传统肺炎，因为通常治疗传统肺炎的手段是打抗生素，但在面对这种“新型电子烟肺炎”时，抗生素毫无作用。从起病，到治疗的抗生素无效，到很高的重症率和死亡率，这几乎是新冠肺炎的描述。已经有肺传染病方面的专家，出台相关就诊指示，以区别在美国正在流行的流感、电子烟引发的肺炎和新冠肺炎的CT症状的区别。但原则上收治的方式，在目前没有特效药的情况下，几乎是一致的。http://t.cn/A67cBdT4 [组图共2张] 原图 ,,"http://ww2.sinaimg.cn/large/9be419dbly1gcd9z2cbekj21ee0pdarl.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcd9xmngfuj20ne0cg755.jpg",无,无,2020-02-29 14:54,专业版微博,3688,453,868
Iwr8r5LRq,【武汉封城后的艾滋病患者：断药的日子越来越近】武汉封城之后，艾滋病人和其他慢性病人一样，都面临着一个很大的问题，就是药物没有办法得到完全保障。而艾滋病人面临的问题更加特殊。 其他病人可以就近在医院、药店购买，艾滋病人只能去国家免费发放的定点机构领取，普通药店无法买到，并且每个病人都有自己指定的地点。根据志愿者与艾滋病患者之间的约定，由志愿者代表患者到金银潭等指定医院领取药物，之后志愿者通过邮局和顺丰两家公司，以快递形式将药物发送给那些封城期间不方便出门的患者。2月25日晚，某志愿服务机构工作人员黄豪杰在微博上发出一份情况说明：“志愿者前往邮政快递点给艾滋病人邮寄药物，路过江汉一桥（汉阳往汉口方向），被该处执勤的警察拦下。 执勤人员拒绝查看志愿者出具的疾控、医院提供的证明……经过沟通，虽然最终未扣留车辆，但是登记了志愿者的个人和车辆信息，可能会被扣12分，并在车辆年检时进行处罚。 ”当天下午，一位艾滋病患者看到了志愿者发出的突发情况说明。 “很失望，甚至是绝望和失态”的他立即给湖北省政务网和武汉市长热线打了实名投诉电话，“以前还顾忌个人隐私，现在只能出来求救才有活下来的希望。 ”http://t.cn/A67cHFRH [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/9be419dbly1gcd8pn67suj20op17wn00.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcd8pn4v42j20a70bsq3e.jpg",无,无,2020-02-29 14:14,专业版微博,16657,744,1225
Iwqdssaru,【#武汉拟派驻督导组进驻全市各监狱#】2月29日，湖北省委常委、武汉市委书记王忠林在调研监狱等特殊场所疫情防控工作时要求，市委政法委要派驻督导组进驻全市各监狱单位，对疫情防控中出现的问题开展督导，推动落实属地责任；各监狱单位要与武汉市委、市政府签订责任状，一旦出现疫情防控工作不到位的情况，严肃追责问责，坚决阻断疫情在特殊场所内蔓延。http://t.cn/A67cbXuh 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gcd4tl00abj20u00jl77q.jpg,无,无,2020-02-29 11:54,专业版微博,572,17,97
IwpwsfUw6,【#韩国监狱确诊首例新冠肺炎#】韩联社报道，韩国庆尚北道金泉市监狱1名囚犯29日确诊感染新冠肺炎，这是韩国首次有监狱犯人感染，先前已有狱警感染的病例出现。金泉市监狱60岁的囚犯出现呼吸道症状后，随即由当地卫生机构采样，并确诊患上新型冠状病毒。当局将对其进行流行病学调查，以厘清囚犯的感染途径与接触路线。http://t.cn/A67t3dMu 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gcd1qm1aqwj20go09cq3n.jpg,无,无,2020-02-29 10:08,专业版微博,677,76,107
Iwpdd3ecQ,【#韩国新增594例新冠肺炎确诊病例#】据韩联社29日报道，韩国疾病管理本部通报称，当地时间28日16时至29日9时，韩国新增594例新冠肺炎确诊病例，累计确诊2931例。受疫情影响，首尔越来越多的大学院校正寻求用线上教学取代线下教学。在韩国教育部的建议下，韩国大学院校已纷纷宣布将原定于下周一开始的春季开学时间推迟两周。据韩国外交部28日消息，截至当天下午6时50分，因新型冠状病毒疫情对韩国采取入境管制措施的国家和地区增至62个。韩国外交部建议，计划访问这些国家的公民综合考虑当地情况、个人旅行及活动的必要性等因素，尽量取消或延期出行。http://t.cn/A67cLNN7 原图 ,,http://wx1.sinaimg.cn/large/9be419dbly1gcd0cc09j2j20sg0iyq6l.jpg,无,无,2020-02-29 09:21,专业版微博,18800,216,1706
IwpcakvBP,【BBC：新冠已在伊朗造成至少210人死亡】伊朗卫生系统的消息源向BBC透露，新冠病毒已在伊朗造成至少210人死亡，该数字远超过政府承认的34人。当地时间2月28日，伊朗卫生部官员表示，该国新增143例新冠肺炎确诊病例，累计确诊388例，死亡34例；另据相关人士核实，已有8名伊朗官员感染了新冠肺炎。http://t.cn/A67tTh66 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gcd092lp1jj20r80fbjvn.jpg,无,无,2020-02-29 09:18,专业版微博,5999,505,1080
IwoUneChj,【#全国新增确诊病例427例##湖北新增确诊病例423例#】2月28日0—24时，31个省（自治区、直辖市）和新疆生产建设兵团报告新增确诊病例427例，新增死亡病例47例（湖北45例，北京1例，河南1例），新增疑似病例248例        当日新增治愈出院病例2885例，解除医学观察的密切接触者10193人，重症病例减少288例。　　截至2月28日24时，据31个省（自治区、直辖市）和新疆生产建设兵团报告，现有确诊病例37414例（其中重症病例7664例），累计治愈出院病例39002例，累计死亡病例2835例，累计报告确诊病例79251例，现有疑似病例1418例。累计追踪到密切接触者658587人，尚在医学观察的密切接触者58233人。　　湖北新增确诊病例423例（武汉420例），新增治愈出院病例2492例（武汉1726例），新增死亡病例45例（武汉37例），现有确诊病例34715例（武汉28836例），其中重症病例7370例（武汉6585例）。累计治愈出院病例28895例（武汉17552例），累计死亡病例2727例（武汉2169例），累计确诊病例66337例（武汉48557例）。新增疑似病例159例（武汉114例），现有疑似病例1171例（武汉788例）。　　累计收到港澳台地区通报确诊病例138例：香港特别行政区94例（出院30例，死亡2例），澳门特别行政区10例（出院8例），台湾地区34例(出院9例，死亡1例)。http://t.cn/A67tNlRy ,,无,无,无,2020-02-29 08:34,专业版微博,322,23,76
IwoOG9igO,【教育部：#疫情没得到基本控制前不开学#】2月28日，教育部党组印发通知，按照党中央、国务院统一部署，全国大中小学、幼儿园等开学时间原则上继续推迟。通知强调，要精心谋划中小学开学工作，扎实做好高校开学准备。原则上疫情没有得到基本控制前不开学，学校基本防控条件不具备不开学，师生和校园公共卫生安全得不到切实保障不开学 。http://t.cn/A67t9pJM 原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gccylpmm68j20r90dl0tv.jpg,无,无,2020-02-29 08:20,专业版微博,3457,191,668
Iwn9p94AL,【#天津红桥区回应拾荒老人遭暴力执法# ：已约谈物业负责人，严肃处理该工作人员】28日，有网民在微博发布天津红桥区街道某社区发生肢体冲突的视频后。针对网传“天津红桥区彰武楼小区拾荒老人遭暴力执法”事件，天津市红桥区咸阳北路街道29日凌晨发布情况说明回应称，物业公司人员与视频中的老人发生肢体冲突，已对物业公司负责人进行了约谈，责成严肃处理该工作人员。http://t.cn/A675kOWd http://t.cn/A67qfPmA 原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gccr7mjiegj20np0a5aaz.jpg,无,无,2020-02-29 04:06,专业版微博,46026,4551,8863
Iwmpj5YXx,【河南#周口副市长刘建武上任3天因公殉职# ：上周还在调研医废处置】2月29日凌晨，周口市人民政府办公室发布讣告，周口市人民政府副市长刘建武因公殉职，不幸于2月28日14时16分逝世，终年45岁。现定于3月1日10时，在周口市殡仪馆向遗体告别。据河南省周口市人民代表大会官方网站公告，就在2月26日召开的周口市第四届人民代表大会常务委员会第二十二次会议上，刘建武刚刚被任命为周口市副市长。他仅正式履职3天，就因公殉职。http://t.cn/A675Tm2a 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gccnwj19rvj20m80rswfi.jpg,无,无,2020-02-29 02:12,专业版微博,3568,231,759
IwlzMh9gc,【#世卫组织提高新冠肺炎全球风险级别# 】世界卫生组织总干事谭德塞28日宣布将新冠肺炎疫情全球风险级别由此前的“高”上调为“非常高”。世卫组织提高新冠肺炎全球风险级别  原图 ,,http://wx2.sinaimg.cn/large/9be419dbly1gcckad465rj20hq0a9mxh.jpg,无,无,2020-02-29 00:05,专业版微博,1635,113,267
Iwle6BVd6,2月28日#凤凰辟谣日报# #凤凰疫情日报# 。这是自1月23日以来的第37份疫情日报&辟谣日报 ，也是最后一份。第一份疫情日报上，当时我们填的确诊病例数是613例，直到今天是78962例。马上就到三月了，希望疫情能早日得到控制。  [组图共3张] 原图 ,,"http://ww2.sinaimg.cn/large/9be419dbly1gcciorp8cgj20u08sz4qq.jpg,http://ww2.sinaimg.cn/large/9be419dbly1gcciqjexcmj20rs1nc7ie.jpg,http://ww4.sinaimg.cn/large/9be419dbly1gcciqjdzurj20rs352x02.jpg",无,无,2020-02-28 23:12,专业版微博,929,86,151
IwkJu6VVP,【港府：林郑月娥和所有政治任命官员会捐一个月薪酬抗疫】香港特区政府今晚(28日)发出新闻公报，称过去两个月的新冠肺炎疫情对香港经济造成严重影响，各行各业都受到打击，市民大众也面对困境。为展示管治团队与市民同心抗疫、共渡时艰，行政长官和所有政治任命官员(包括各司局长、行政长官办公室主任、各副局长及政治助理)会将一个月的薪酬全数捐予香港公益金作慈善用途。http://t.cn/A67qRtc2 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gccgk5ceegj20ox0g3aag.jpg,无,无,2020-02-28 21:56,微博 weibo.com,1392,54,279
Iwjc3cvEk,调查：您如何看待#孙杨遭禁赛8年#？ 你如何看待这个裁决结果？  ,,无,无,无,2020-02-28 18:01,微博 weibo.com,38541,140,637
Iwj9QmvKp,#中国泳协回应孙杨被禁赛#【#中国泳协支持孙杨维护合法权益#】对国际体育仲裁法庭（CAS）就世界反兴奋剂机构（WADA）上诉国际泳联反兴奋剂小组和孙杨一案做出的裁决，我们深表遗憾。中国游泳协会一贯坚持对使用兴奋剂“零容忍”，一贯重视加强运动员反兴奋剂教育。我们了解，2018年9月4日，国际泳联（FINA）授权的样本采集机构——国际兴奋剂检查管理公司（IDTM）对孙杨实施赛外检查时，使用了未经专业培训、不具备法定资质人员采集运动员样本，活动是非法和无效的。我们支持孙杨继续以法律手段维护自己的合法权益。同时希望世界反兴奋剂机构、体育组织、兴奋剂检查代理机构改进、完善规则，严格执行规则包括兴奋剂检查人员资证要求，不能忽视运动员个人合法权利，不能让任何人都可以去从事与运动员切身利益密切相关的兴奋剂检查工作。 原图 ,,http://wx4.sinaimg.cn/large/9be419dbly1gcc9mb176xj20k70dejrt.jpg,无,无,2020-02-28 17:56,微博 weibo.com,1568,37,405
IwiRn1Zza,【#孙杨被禁赛8年# 】北京时间2月28日下午5点，国际体育仲裁法庭（CAS）宣布了此前世界反兴奋剂机构（WADA）诉中国游泳运动员#孙杨# 和国际泳联（FINA）一案的仲裁结果，从今天开始孙杨被禁赛8年。（人民日报记者孙龙飞）孙杨被禁赛8年  原图 ,,http://wx3.sinaimg.cn/large/9be419dbly1gcc8escod7j20hs0b9mxw.jpg,无,无,2020-02-28 17:10,微博 weibo.com,5589,753,1214
IwhS76Ebj,【#徐州新冠患者出院后核检转阳重新住院# 小区邻居曾簇拥迎接他回家】澎湃新闻2月28日从徐州疾病预防控制中心确认，已治愈出院半个月的该市首例确诊病例王某，因复检时发现核酸检测再度呈阳性，已重新住院接受治疗，与其出现同样情况的还有该病例的小女儿。为了避免疫情扩散，物业公司决定对王某一家居住的单元楼再度封楼半个月。另据江苏新闻报道，就在2月24日上午，作为徐州首批新冠肺炎患者的王某和家人回到了小区，之前，他们接受了15天的医学治疗康复，又进行了14天的定点隔离。为了迎接王某一家人平安归来，社区在其单元门口准备了一场欢迎会。http://t.cn/A67G7M7B [组图共6张] 原图 ,,"http://ww3.sinaimg.cn/large/9be419dbly1gcc30s5gyvj20hs0a0q3t.jpg,http://ww3.sinaimg.cn/large/9be419dbly1gcc30s3s5aj20hs0a0755.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcc30s3q3xj20hs0a03zh.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcc30s4ofbj20hs0a0t9i.jpg,http://ww1.sinaimg.cn/large/9be419dbly1gcc30s3sanj20hs0a0t9c.jpg,http://ww3.sinaimg.cn/large/9be419dbly1gcc30s3l2cj20hs0a075a.jpg",无,无,2020-02-28 14:39,微博 weibo.com,1993,213,307
