博文网址,发帖子人,博文发布时间,来自,博文内容,转发数,评论数,点赞数,博文图片,博文视频,评论者,评论内容,评论时间,评论点赞,二级评论人,二级评论内容,二级评论时间,二级评论点赞
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,空谷足音1225,是个留美博士。,2020-2-8 15:44,122,小兔纸biubiu,"
                        小兔纸biubiu：请问他有微博嘛？                    ",2020-2-13 20:09,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,空谷足音1225,是个留美博士。,2020-2-8 15:44,122,空谷足音1225,"
                        空谷足音1225：回复@小兔纸biubiu:不知道哎                    ",2020-2-13 20:29,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,芒果顾以森,这本书…,2020-2-8 15:41,23,左耳朵啦,"
                        左耳朵啦：不要想太多，这本书不是讲歪理学说的                    ",2020-2-8 15:43,9
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,芒果顾以森,这本书…,2020-2-8 15:41,23,proxymoron,"
                        proxymoron：回复@_涯虹m笔撼P唯zk骗飘:哈哈哈哈哈x$wl                    ",2020-2-8 17:56,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,谢海山,爱读书的人大部分都乐观、积极。,2020-2-8 15:41,45,,,,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,不急不急,我觉得自己会复读金瓶梅……,2020-2-8 16:23,7,撷妙,"
                        撷妙：笑笑生:可以，                    ",2020-2-8 19:27,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,ye叶顺维,㊗凤凰网全体员工元宵节快乐。,2020-2-8 16:23,3,,,,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,时乔乔_,太惭愧了,2020-2-8 15:41,3,,,,
https://weibo.com/2615417307/ItfIEC5ei,凤凰网, 2020-2-8 15:40,微博 weibo.com,"
                                                                                                                        #方舱医院读书哥被福山转发#【方舱医院“读书哥”，被《政治秩序的起源》作者福山转发了】疫情阴云笼罩之下，武汉百姓的一举一动皆牵动人心。近日，一位在“方舱医院”读书的年轻人走红网络，病床上，他手捧一本《政治秩序的起源：从前人类时代到法国大革命》。这一镜头被媒体镜头记录下后，流传在社交网络上，就连该书作者、美国学者弗朗西斯·福山都在推特上转发了这条新闻。O方舱医院“读书哥”，被《政治秩序的起源》作者...                                            ",558,,4128,http://wx1.sinaimg.cn/mw690/9be419dbly1gbp19zrgy3j20go0v5q80.jpg,,,,,,,,,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,诶呀我C啊,我第一眼看成了NPC,2020-2-8 15:09,640,上午很符合,"
                        上午很符合：我看成nct                    ",2020-2-8 15:31,23
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,诶呀我C啊,我第一眼看成了NPC,2020-2-8 15:09,640,Mornitor,"
                        Mornitor：听新闻直接听成nct，可真是吓死我了                    ",2020-2-8 15:34,14
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,是冰冰嗷,你吃屁,2020-2-8 15:09,314,流云写意lyxy,"
                        流云写意lyxy：@扫黄打非                    ",2020-2-9 12:12,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,是冰冰嗷,你吃屁,2020-2-8 15:09,314,只要有妳旳地方,"
                        只要有妳旳地方：哈哈哈，这个好                    ",2020-2-8 15:10,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,歪比八博,外网可不这么叫，它们只会叫“武汉肺炎”,2020-2-8 15:11,224,养心殿的Ainz,"
                        养心殿的Ainz：这样称呼很常见，类似西班牙流感，埃博拉病毒                    ",2020-2-8 15:15,152
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,歪比八博,外网可不这么叫，它们只会叫“武汉肺炎”,2020-2-8 15:11,224,奥古斯蛋zyh,"
                        奥古斯蛋zyh：正常啊，埃博拉病毒，西班牙流感，美国流感，没必要那么上纲上线，说不定还有警惕意义                    ",2020-2-8 15:47,81
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,咕的辣客,建议命名为“造谣者肺炎”,2020-2-8 15:12,43,拽拽愛美璃,"
                        拽拽愛美璃：消费够了吗                    ",2020-2-8 15:57,15
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,咕的辣客,建议命名为“造谣者肺炎”,2020-2-8 15:12,43,Troye4ever,"
                        Troye4ever：挺讽刺的                    ",2020-2-8 15:46,5
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,夸克豆豆,看成NPC（nationalpeople’scongress全国人大）,2020-2-8 15:17,33,淮南皓月冷千山Lq,"
                        淮南皓月冷千山Lq： 看成游戏NPC                    ",2020-2-8 15:52,5
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,夸克豆豆,看成NPC（nationalpeople’scongress全国人大）,2020-2-8 15:17,33,俺老薰来也,"
                        俺老薰来也：半夜被你笑醒                    ",2020-2-9 02:47,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,小虫虫呀,NCP记住你🦠,2020-2-8 15:09,23,公历1996年11月23日,"
                        公历1996年11月23日：你是怎么被买片的盯上的                    ",2020-2-8 15:37,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,小虫虫呀,NCP记住你🦠,2020-2-8 15:09,23,一颗-草莓xl,"
                        一颗-草莓xl：回复@猫玖小姑娘:🙈                    ",2020-2-8 15:51,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,Ada大喵期待统一台湾,奶茶铺,2020-2-8 15:09,11,,,,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,一元kieko,评论里都是人才,2020-2-8 15:09,9,,,,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,mmmarc,sari不是挺好记的吗,2020-2-8 15:12,3,,,,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,美帝队长,世卫组织那边呢？,2020-2-8 15:14,3,耳总RZone,"
                        耳总RZone：世卫已经命名为2019-nCov 都一样，就是2019发现的新型冠状病毒的缩写                    ",2020-2-8 15:39,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,peaceplease,这个新型不妥，现在是新型，几十年后又来一个，这个就变旧型了，那个变新型了。之后再怎么叫？更新型？最新型？新新型？,2020-2-8 16:02,5,le_yryre,"
                        le_yryre：这也是国内暂名，正式命名要等国际病毒分类委员会                    ",2020-2-8 22:01,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,peaceplease,这个新型不妥，现在是新型，几十年后又来一个，这个就变旧型了，那个变新型了。之后再怎么叫？更新型？最新型？新新型？,2020-2-8 16:02,5,对猫8081,"
                        对猫8081：还有，禁止套娃                    ",2020-2-8 16:16,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,奥斯特罗之城,真的不容易记住这个名字，直接叫野味肺炎多好，以后有人一吃野味就会想到这次疫情，小时候经历非典真的不知道是因为吃野味造成的，直到这次疫情才知道，所以为了给下一代提供警示作用，我觉得可以起个小名叫野味肺炎。,2020-2-8 16:02,3,,,,
https://weibo.com/2615417307/ItfvQjfEe,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,五百万83,武汉只有全部都不出门，瓜果蔬菜都配送，再封14天，看情况会好转不。,2020-2-8 12:16,865,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,北上书房,池莉是学卫生防疫出身的。这可以说是她的专业领域了。,2020-2-8 12:24,661,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,土拨鼠宝宝要加油,领导总是说的轻巧，自己又不去配送，请问是否给开车的司机，负责进货的同志提供一次性防护服，防护镜和眼罩，公车是否能及时消毒…在基层的干部也是人啊，他们后面也有无数个家庭啊，很多领导根本都不考虑基层干部的生命安全问题，只让他们赤手空拳的往前冲,2020-2-8 12:22,212,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,cleardu,武汉是重灾区，怎么还没有我们河南一个小乡镇管理到位？看不懂，我们这儿现在连下楼都不行，超市直接送菜到楼下，按号下楼取菜，真的觉得这样的领导太让人民放心了！,2020-2-8 13:05,187,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,云筱麦,前几天我就说过，不要再过半个月再来回首2月初又是如何错过防控黄金期。,2020-2-8 12:20,142,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,再改名儿吧,是的，电视里播放超市菜肉供应充足的新闻里，人头攒动，大爷大妈接受采访，这是正面报道？？？更何况那么多疑似甚至确诊的居家隔离呢，谁知道他们有没有晃悠。我家今天已经吃辣椒酱拌饭了，不敢出门，怕无症状携带者。,2020-2-8 12:33,141,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,梭哈是啥,已经超过非典了,2020-2-8 12:16,73,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,满山的子弹壳,支持还要市民上街去买菜这可是在武汉呐同志们！！,2020-2-8 12:16,78,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,湖北老路,我们十堰市民买东西一个电话，志愿者上门，没有聚集,2020-2-8 12:19,66,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,小雨听雨2013,部分官员吃喝玩乐惯了，听不进群众的呼声,2020-2-8 13:59,47,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,假吃货2018,看这个情形是非常严重了，并且说话的语气也很焦虑了！,2020-2-8 12:22,38,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,何抒凝执业中药师助理中医师,以前看过池莉的很多小说，前几天还请教朋友，现在还有这样的作家吗？池莉做过医生，大家要听他的呼吁,2020-2-8 12:19,27,,,,
https://weibo.com/2615417307/Itenopsvv,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,心安顺遂,折算成医用口罩和防护服吧。,2020-2-8 11:37,153,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,奇奇无平睡觉小天才,中国等不是中国,2020-2-8 11:38,161,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,鬼Poor噝,信他个鬼，,2020-2-8 11:37,175,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,歌and生,光说不练假把式,2020-2-8 11:37,145,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,对自己好一点喜欢的就努力实现,看清楚了是承诺而且是中国以及其他国家,2020-2-8 11:40,56,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,Jay-Tea,和其他国家，其他国家0.99999亿，中国0.00001,2020-2-8 11:42,48,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,你不得叫我太奶奶呀,先做了再说吧,2020-2-8 11:40,46,,,,
https://weibo.com/2615417307/Ite7QsPsr,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,LAYEAHICANFLY,确实不该泄露患者消息，确诊情况应该由政府统一公布,2020-2-8 10:45,359,存稚,"
                        存稚：患者信息确实不能泄露，违反职业道德，但是，病人的居住小区和活动轨迹必须报啊，大家也好防范                    ",2020-2-8 10:52,76
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,LAYEAHICANFLY,确实不该泄露患者消息，确诊情况应该由政府统一公布,2020-2-8 10:45,359,识途de老马1981,"
                        识途de老马1981：政府曾说李文亮造谣                    ",2020-2-8 10:55,68
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,御墨家声,当地是否存在不愿意告知患者活动轨迹的情况，民众不一定需要知道患者具体详细的资讯，只要知道活动的街区，小区，这些活动轨迹，而且非常重要！,2020-2-8 10:46,162,,,,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,叶落孤城烟雨霖铃,帮帮东北。感觉黑龙江像个没妈的孩子使劲儿捐款人民日报就像瞎了一样飞鹤捐一亿他不说哈药捐一亿医用物资他不说捐六十吨大米他还不说哈医大啥的医生护士去武汉帮助他不说然后揪着面前聚集性疫情在那儿带节奏黑龙江也是条汉子自己都难成那样儿了也张口要捐助,2020-2-8 10:44,72,叶落孤城烟雨霖铃,"
                        叶落孤城烟雨霖铃：人民日报那种二流报纸天天拿东北山东河南带节奏。一点好没落下                    ",2020-2-8 10:45,17
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,叶落孤城烟雨霖铃,帮帮东北。感觉黑龙江像个没妈的孩子使劲儿捐款人民日报就像瞎了一样飞鹤捐一亿他不说哈药捐一亿医用物资他不说捐六十吨大米他还不说哈医大啥的医生护士去武汉帮助他不说然后揪着面前聚集性疫情在那儿带节奏黑龙江也是条汉子自己都难成那样儿了也张口要捐助,2020-2-8 10:44,72,鲍倏尔,"
                        鲍倏尔：坐标辽宁，表示心疼，之前网友还攻击沈阳坑了青岛的口罩，结果也是乌龙，沈阳莫名受委屈。感觉东北特别孤儿，好无力啊。                    ",2020-2-8 10:58,9
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,酷爱新生,政府公布及时就不用医生冒死提醒了,2020-2-8 10:49,79,半江秋春,"
                        半江秋春：你们什么都不懂就不要乱bb我就是本地人，政府早就公布有一个人确诊了，他冒死提醒个屁，把确诊人的身份证发网上去                    ",2020-2-8 14:02,5
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,酷爱新生,政府公布及时就不用医生冒死提醒了,2020-2-8 10:49,79,被窝里的电台,"
                        被窝里的电台：回复@超酷的纯哭:真真假假                    ",2020-2-12 21:39,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,鲁远远远,这种泄露隐私的我觉得无论如何不应该,2020-2-8 10:45,34,,,,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,云行远供应链管理有限公司,行动轨迹这些信息不公开，让人瞎猜。做不到隔离！然后病毒继续蔓延？,2020-2-8 10:47,45,家里养了熊猫,"
                        家里养了熊猫：不应该泄露的是姓名家庭详细住址工作单位。                    ",2020-2-8 11:34,3
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,水光潋滟树袋熊,私自散布肯定是违法的,2020-2-8 10:45,33,咋都不好整,"
                        咋都不好整：李文亮也是私自散播疫情                    ",2020-2-8 11:52,3
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,独行天马的blog,这种信息云南文山不向公众播报吗？天津可是播报的，让大家做好防范。信息越公开越透明越及时公众心里越踏实。,2020-2-8 11:04,28,汐MenGPanZ噜噜,"
                        汐MenGPanZ噜噜：但是直接拍人身份证发网上就跟疫情无关了。只要把行动轨迹公布了就行！跟患者个人哪年生人并没有关系                    ",2020-2-9 05:29,2
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,妮莫妮,泄露患者个人信息还不违法？现在公安办案全都要考虑网民感受了？以后造谣是否定罪都要先问过网民？,2020-2-8 10:46,20,歪比八博,"
                        歪比八博：都是网络评论员一天天干的好事，整得依网治国了                    ",2020-2-8 10:55,5
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,妮莫妮,泄露患者个人信息还不违法？现在公安办案全都要考虑网民感受了？以后造谣是否定罪都要先问过网民？,2020-2-8 10:46,20,苦辣酷拉骷,"
                        苦辣酷拉骷：公安很明显是为了照顾医疗系统的情绪...                    ",2020-2-8 10:53,2
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,再熬夜就是猪猪猪,适当公布疫情进展和泄露公民个人信息是两回事吧？泄露公民隐私就是该罚！,2020-2-8 10:49,14,,,,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,般若吾郎,不扣口罩了，改散播个人信息了？,2020-2-8 10:45,9,,,,
https://weibo.com/2615417307/ItdMlgfjW,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,雪泥鸿爪,可别像当年汶川的救灾物资那样，过了好几年才发现已经发霉了，请物尽其用,2020-2-8 09:01,387,abattler,"
                        abattler：汶川物资发霉早就辟谣了好吗。。。憨批，那个博主新闻没看全直接截图搞大新闻                    ",2020-2-8 10:17,29
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,雪泥鸿爪,可别像当年汶川的救灾物资那样，过了好几年才发现已经发霉了，请物尽其用,2020-2-8 09:01,387,Blackshoter33561,"
                        Blackshoter33561：全国日产2000w 武汉一千多万人当天就消耗完了 听起来很多？再来十个一汽护士康转型也不够的  湖北多少个市                    ",2020-2-8 09:58,23
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,陈信宏de弟弟是个研究生Fighting,湖北的官大人们肯定不缺毕竟仓库里多的是,2020-2-8 09:07,148,种花家办公室新闻发言人,"
                        种花家办公室新闻发言人：开门，你涉嫌传播谣言，我将对你采取强制措施，带你去训诫                    ",2020-2-8 10:20,17
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,陈信宏de弟弟是个研究生Fighting,湖北的官大人们肯定不缺毕竟仓库里多的是,2020-2-8 09:07,148,-LIANG-2,"
                        -LIANG-2：小伙子，你这样江，以后是要负泽任的，民白么                    ",2020-2-8 10:57,1
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,Enigma102845,富士康已经宣布生产口罩了,2020-2-8 09:02,104,进击的豆腐片,"
                        进击的豆腐片：优先给自己员工，多余外售                    ",2020-2-8 09:25,3
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,Enigma102845,富士康已经宣布生产口罩了,2020-2-8 09:02,104,港独全家罹癌,"
                        港独全家罹癌：五菱汽车都产口罩了，一天170万个，其实要加大口罩产能，卫生巾企业可以掺一脚的，我国每年生产卫生巾950亿片，每年用量只有830亿片，多出120亿产能转换成口罩，那就好了                    ",2020-2-10 19:38,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,AngelDustiii,别特么的说给湖北，给武汉了，特么的我在武汉我也买不到口罩啊，应该是一线人员在使用,2020-2-8 09:04,55,湘池女,"
                        湘池女：@湘池女: 【林郑：内地虽面临口罩供应紧张问题 仍供港1700万个】行政长官林郑月娥今日傍晚见传媒时表示，虽然内地亦面对口罩供应紧张问题，但国家仍然支持香港，在过去一个月在国务院港澳办大力协调下，内地成功向本港输出早前订购的1700万个口罩。林郑说，现时政府库存有1200万个口罩                    ",2020-2-9 12:11,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,AngelDustiii,别特么的说给湖北，给武汉了，特么的我在武汉我也买不到口罩啊，应该是一线人员在使用,2020-2-8 09:04,55,吾孰与城北徐公美呀,"
                        吾孰与城北徐公美呀：红会在用                    ",2020-2-10 11:45,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,流浪到白昼,一个市耗尽了一个星球？,2020-2-8 09:03,69,AngelDustiii,"
                        AngelDustiii：无知，敢情就除了武汉，别的地方没人使用口罩？                    ",2020-2-8 09:07,26
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,海Y清,这个时候，如果在世界的某一个角落，再发生与新型冠状病毒肺炎类似的传染性疾病。。。。不可以想象。但愿一切都会马上过去！🙏🙏🙏,2020-2-8 09:10,22,,,,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,JK资本,这会你急了，早干嘛呢？,2020-2-8 09:01,16,,,,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,跟着小鹿笑一个吧,不知道咋说，人类还是挺渺小的,2020-2-8 09:02,15,,,,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,小鹿鹿斑安比,得去问问别的星球了,2020-2-8 09:01,36,,,,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,巧克力和小丸子,大家捐赠的口罩本来是给一线工作者的，结果官员像拿自己家东西一样随意就从红十字会能拿出一箱口罩给领导。这是发现了，没发现的有多少，到底是谁批准的，不该给个说法吗,2020-2-8 09:32,15,托卡玛克,"
                        托卡玛克：不是已经处理相关人员了么😂，现在还发了通知政府官员不能使用n95，你可以搜搜新闻。                    ",2020-2-9 01:34,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,巧克力和小丸子,大家捐赠的口罩本来是给一线工作者的，结果官员像拿自己家东西一样随意就从红十字会能拿出一箱口罩给领导。这是发现了，没发现的有多少，到底是谁批准的，不该给个说法吗,2020-2-8 09:32,15,小饺子的生活笔记,"
                        小饺子的生活笔记：已经给说法了，捐赠不经过红 是违法违规的                    ",2020-2-8 10:38,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,芝士茉莉奶盖茶,山雨欲来风满楼,2020-2-8 09:01,29,奥尔子威,"
                        奥尔子威：希望不是                    ",2020-2-8 09:33,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,山根达斯,啊……这一段时间真是前所未有的难过,2020-2-8 10:03,5,山根达斯,"
                        山根达斯：昨天韩国也禁止大量出口口罩了                    ",2020-2-8 10:03,
https://weibo.com/2615417307/Itd6vpXlA,,,,,,,,,,,,,,,,,
https://weibo.com/2615417307/Itcpc0kGk,凤凰网, 2020-2-8 07:14,专业版微博,"
                                                                                                                        【湖北新增新冠肺炎病例2841例 累计确诊24953例】2月7日0时-24时，湖北省新增新型冠状病毒感染的肺炎病例2841例，全省新增死亡81例，新增出院298例。截至2月7日24时，湖北省累计报告新型冠状病毒感染的肺炎病例24953例，已治愈出院1115例，死亡699例。目前仍在院治疗19835例，其中：重症4188例、危重症1007例，均在定点医疗机构接受隔离治疗。累计追踪密切接触者114044人，尚在接受医学观察67802人。O湖北新增新冠肺炎病例2841例 累计确诊24953例                                            ",33,,1066,,,理想·幸福·爱,湖北省、武汉市所有领导下台吧！你们无能且罪孽深重！好意思继续当官吗？,2020-2-8 07:41,45,曜景,"
                        曜景：回复 @我TM一个抹布向前:那请你下任命吧，我去，不说让病毒立刻消失，保证比这几位做得好                    ",2020-2-8 08:42,4
https://weibo.com/2615417307/Itcpc0kGk,凤凰网, 2020-2-8 07:14,专业版微博,"
                                                                                                                        【湖北新增新冠肺炎病例2841例 累计确诊24953例】2月7日0时-24时，湖北省新增新型冠状病毒感染的肺炎病例2841例，全省新增死亡81例，新增出院298例。截至2月7日24时，湖北省累计报告新型冠状病毒感染的肺炎病例24953例，已治愈出院1115例，死亡699例。目前仍在院治疗19835例，其中：重症4188例、危重症1007例，均在定点医疗机构接受隔离治疗。累计追踪密切接触者114044人，尚在接受医学观察67802人。O湖北新增新冠肺炎病例2841例 累计确诊24953例                                            ",33,,1066,,,理想·幸福·爱,湖北省、武汉市所有领导下台吧！你们无能且罪孽深重！好意思继续当官吗？,2020-2-8 07:41,45,怒风英雄,"
                        怒风英雄：最好的折磨是这辈子都不升迁，不调岗，在武汉干一辈子                    ",2020-2-8 08:10,4
